time (min),track_id,pos_x (micron),pos_y (micron),flux (mmol/gdw/h),flux_err (mmol/gdw/h),flux_low (mmol/gdw/h),flux_high (mmol/gdw/h)
283.34,32,110.64,110.53,-0.36189,1.55,-2.56189,3.43811
283.34,Untracked,65.72,113.11,1.88822,2.7,-2.51178,8.18822
283.34,28,227.88,114.59,1.38092,1.35,-0.619081,4.58092
283.34,36,136.09,119.82,-3.83662,1.3,-5.63662,-0.436615
283.34,29,93.94,120.56,-0.0521668,1.7,-2.15217,4.24783
283.34,Untracked,14.5,123.51,-3.78053,2.95,-8.58053,3.21947
283.34,31,36.4,123.68,0.665447,2.4,-3.83455,5.66545
283.34,40,257.85,127.62,-1.63085,1.6,-4.53085,1.86915
283.34,Untracked,21.48,132.65,0.398248,2.85,-4.10175,6.99825
283.34,42,229.74,132.94,-4.61497,1.5,-7.11497,-1.21497
283.34,38,161.66,135.28,-1.709,1.45,-4.109,1.691
283.34,Untracked,269.17,135.44,1.79806,1.6,-0.701943,5.49806
283.34,Untracked,103.98,138.91,-0.738637,1.95,-3.13864,4.36136
283.34,49,189.44,139.06,1.48165,1.35,-0.71835,4.68165
283.34,46,241.82,140.81,0.490096,1.65,-2.4099,4.0901
283.34,45,211.75,141.55,2.37702,1.35,0.477017,5.57702
283.34,44,90.26,143.43,-0.218621,2,-3.11862,4.38138
283.34,Untracked,157.82,144.4,2.31589,1.75,-0.484108,6.51589
283.34,52,119.86,147.3,0.81323,1.95,-2.38677,5.11323
283.34,53,42.99,148.85,0.774215,2.35,-3.32579,5.67421
283.34,56,133.59,154.47,5.15614,1.9,1.85614,9.15614
283.34,Untracked,21.63,155.72,3.80184,2.4,0.201843,9.70184
283.34,54,258.95,158.64,0.364918,1.4,-1.83508,3.56492
283.34,51,329.63,159.68,2.83958,2,-0.960417,6.83958
283.34,63,61.51,163.2,-0.0250721,2.25,-3.52507,4.87493
283.34,Untracked,206.76,163.71,-1.01074,1.55,-2.51074,3.08926
283.34,50,80.81,164.56,-0.698561,2.2,-4.49856,4.20144
283.34,Untracked,234.73,167.27,0.794977,1.7,-1.60502,4.89498
283.34,48,350.47,167.69,-0.0369067,2.15,-4.23691,4.26309
283.34,61,38.02,176.51,-0.990765,1.9,-3.19077,3.90923
283.34,Untracked,213.11,177.61,-0.0102021,1.8,-2.5102,4.3898
283.34,60,194,179.03,-2.29779,1.85,-5.49779,1.60221
283.34,59,19.71,180.77,-0.232947,2.05,-3.03295,4.46705
283.34,62,137.77,181.65,1.77031,1.8,-1.22969,5.87031
283.34,64,249.49,185.12,-4.06606,1.65,-6.76606,-0.466058
283.34,66,226.66,191.29,1.86105,1.85,-1.33895,5.86105
283.34,67,205.66,196.51,0.0607461,1.9,-3.33925,4.06075
283.34,71,51.97,197.54,-1.85583,1.35,-2.85583,2.64417
283.34,68,287.28,197.83,-1.91257,1.3,-3.61257,1.28743
283.34,65,12.01,199.69,3.57965,2.25,0.579649,8.87965
283.34,69,101.51,200.65,-1.31253,2.1,-4.81253,3.18747
283.34,70,264.52,208.06,2.10294,1.35,0.102936,5.30294
283.34,73,120.5,209.98,-0.728527,1.95,-3.92853,3.57147
283.34,74,178.41,219.44,0.0393952,1.95,-3.1606,4.3394
283.34,75,96.04,220.93,-1.37757,2.15,-4.97757,3.32243
283.34,76,332.5,221.94,-0.594756,2,-4.19476,3.40524
283.34,Untracked,186.89,222.05,0.928521,2.1,-2.07148,5.72852
283.34,80,112.11,225.09,-1.07833,1.95,-4.17833,3.32167
283.34,81,8.12,239.1,0.346451,2.65,-4.15355,5.94645
283.34,83,62.86,240.77,-0.787054,2.3,-4.58705,4.31295
283.34,77,369.83,244.76,-1.67941,1.35,-2.97941,2.12059
283.34,86,327.45,247.25,2.74854,1.85,-0.551464,6.44854
283.34,Untracked,130.29,247.92,-0.702048,1.15,-1.80205,3.19795
283.34,87,288.67,253.33,-1.1015,1.15,-2.8015,1.6985
283.34,89,218,258.18,-3.89883,1.3,-4.69883,0.00117105
283.34,92,109.04,265.65,-0.438654,1.8,-3.03865,3.76135
283.34,91,193.56,268.64,-2.95686,1.65,-5.15686,0.843136
283.34,93,294.08,272.63,-0.774692,1,-1.87469,1.92531
283.34,Untracked,71.83,274.74,3.85258,2.65,-0.247421,10.1526
283.34,95,158.03,275.45,0.642123,1.15,-0.857877,3.64212
283.34,98,233.67,276.72,3.4328,1.45,2.1328,7.0328
283.34,102,316.41,277.27,-4.82449,1.35,-6.62449,-1.52449
283.34,97,270.45,278.56,1.7099,1.2,-0.190103,4.4099
283.34,94,25.24,281.23,-0.262467,2.7,-5.26247,5.43753
283.34,99,334.84,282.34,5.17669,1.8,2.17669,9.07669
283.34,Untracked,113.72,284.07,-0.513925,1.95,-3.31392,4.38608
283.34,101,253.3,285.13,-0.708259,1.55,-2.90826,2.59174
283.34,105,271.13,289.25,1.14804,1.25,-0.851958,4.04804
283.34,100,62.9,289.99,1.51985,2.4,-2.78015,6.41985
283.34,108,123.47,289.9,-0.116699,1.6,-2.4167,3.6833
283.34,104,194.49,290.68,0.492977,1.4,-1.50702,3.89298
283.34,110,142.54,304.9,-2.86692,1.2,-4.26692,0.333083
283.34,109,284.76,305.58,-1.5778,0.9,-2.7778,0.822199
283.34,111,76.34,310.29,0.0769115,2.25,-3.82309,4.97691
283.34,113,64.95,313.96,0.570376,2.45,-3.62962,5.77038
283.34,112,381.58,319.02,2.18862,2.3,-2.01138,6.88862
283.34,114,344.45,322.06,-0.440373,1.9,-3.34037,3.85963
283.34,117,110.53,326.29,0.322068,1.4,-1.07793,4.22207
283.34,115,267.99,326.22,-0.7979,1.3,-2.6979,2.4021
283.34,116,17.77,326.65,0.253203,2.8,-5.0468,5.7532
283.34,118,212.2,328,2.13409,1.55,0.0340862,5.83409
283.34,121,180.76,337.7,-2.18596,0.75,-2.88596,0.414041
283.34,119,48.42,341.68,1.04776,2.5,-3.55224,6.14776
283.34,120,159.05,341.6,0.520153,0.95,-0.679847,3.12015
283.34,123,123.51,342.93,-0.628396,1.5,-2.4284,3.1716
283.34,122,72.66,343.86,1.34894,2.25,-2.55106,6.14894
283.34,124,238.63,349.77,3.93112,1.85,0.731117,7.83112
283.34,130,136.68,357.36,-2.5409,1.55,-5.0409,1.0591
283.34,127,397.54,358.59,4.75471,2.45,0.254708,9.75471
283.34,128,420.02,360.28,-4.43578,2.6,-9.13578,0.764219
283.34,Untracked,175.5,363.38,-0.441815,1.1,-1.84181,2.45819
283.34,132,189.05,374.72,-4.38797,1.35,-6.08797,-0.987966
283.34,131,105.39,375.8,-0.117411,1.35,-1.61741,3.78259
283.34,134,164.9,382,7.56236,1.55,5.06236,11.0624
283.34,Untracked,124.68,383.95,-0.623253,2.15,-3.72325,4.57675
283.34,133,36.23,386.8,-0.304485,1.6,-2.00448,4.09552
283.34,137,368.63,386.87,2.62461,2.65,-2.47539,7.92461
283.34,Untracked,113.66,390.72,-0.381507,2.25,-3.48151,5.21849
283.34,135,393.84,390.74,2.96537,2.55,-1.73463,8.26537
283.34,138,146.99,396.41,-2.26771,1.9,-5.46771,2.03229
283.34,Untracked,162.98,397.89,4.40933,2.1,1.10933,9.20933
283.34,142,19.77,403.65,-0.103002,2.1,-2.903,4.997
283.34,146,127.82,403.58,-0.696183,2.2,-4.49618,4.10382
283.34,Untracked,111.95,404.05,0.594006,2.65,-3.50599,6.79401
283.34,141,380.94,405.84,5.26435,2.7,-0.0356471,10.5644
283.34,139,177.62,406.44,2.69789,1.8,-0.402109,6.69789
283.34,147,431.8,416.22,-2.97963,2.35,-6.17963,2.32037
283.34,148,326.97,416.55,0.33409,2.6,-4.76591,5.43409
283.34,Untracked,173.24,418.07,-0.68417,1.95,-3.58417,4.21583
283.34,143,120.65,421.51,0.339372,2.45,-4.06063,5.43937
283.34,149,212.84,421.69,-0.826631,2.2,-4.72663,3.87337
283.34,144,161.12,421.88,-0.505021,1.95,-3.50502,3.99498
283.34,155,137.87,422.2,-0.793509,2.35,-4.99351,4.10649
283.34,152,69.94,423.04,1.12151,2,-1.47849,6.02151
283.34,150,293.6,422.96,-0.808181,2.05,-3.80818,3.69182
283.34,Untracked,310,427.71,2.68647,3.1,-2.81353,9.38647
283.34,162,267.46,428.74,2.74529,1.75,-0.054705,6.64529
283.34,154,108.74,429.86,0.595457,2.5,-4.10454,5.79546
283.34,Untracked,242.11,430.9,1.61941,2.1,-1.48059,6.61941
283.34,156,256.65,431.83,-3.29289,1.55,-5.39289,0.607107
283.34,157,387.64,433.58,0.743548,2.85,-4.55645,6.44355
283.34,Untracked,300.89,439.64,-0.342064,3.05,-5.24206,6.45794
283.34,Untracked,229.61,440.32,1.83572,2.75,-2.86428,7.93572
292.78,4,125.33,4.4,0.224886,1.9,-2.67511,4.52489
292.78,5,294.26,9.19,6.08254,2.25,1.68254,10.4825
292.78,Untracked,143.57,17.27,0.0853795,2.2,-3.41462,5.08538
292.78,Untracked,99.68,21.59,-1.02,3,-6.52,4.98
292.78,6,156.35,22.57,4.38342,2.25,-0.0165829,8.58342
292.78,7,249.87,23.6,-0.0794971,2.1,-4.0795,3.9205
292.78,14,58.31,27.73,-0.322555,1.8,-2.12256,4.57744
292.78,13,106.56,38.53,-2.98585,2.2,-6.88585,1.31415
292.78,Untracked,11.37,39.26,0.102327,3.2,-5.09767,7.00233
292.78,9,255.21,40.09,-2.06917,1.65,-4.36917,1.63083
292.78,12,81.69,40.66,-0.946892,2.25,-4.64689,3.75311
292.78,11,210.8,48.99,1.19374,1.55,-1.30626,4.39374
292.78,17,239.29,54.62,-0.616911,2.05,-4.51691,3.08309
292.78,15,32.38,56.05,3.09652,2.45,-1.50348,7.79652
292.78,Untracked,10.88,57.46,2.4689,2.75,-1.8311,8.7689
292.78,20,117.72,66.36,4.29062,1.75,1.19062,7.79062
292.78,22,130.96,76.06,1.33057,1.4,-0.869426,4.43057
292.78,19,227.7,78.44,-3.84857,1.7,-6.84857,-0.448565
292.78,23,343.88,82.87,-1.1238,1.45,-3.1238,2.2762
292.78,25,253.03,85.38,4.64383,1.7,1.34383,8.04383
292.78,21,304.87,85.67,3.91563,1.95,0.215631,7.71563
292.78,24,18.21,89.66,0.47743,1.45,-1.42257,4.17743
292.78,26,122.34,98.66,-1.24989,1.2,-2.84989,1.75011
292.78,Untracked,31.82,106.41,-3.24238,2.75,-7.64238,2.75762
292.78,Untracked,74.52,107.99,-1.90164,2.75,-6.90164,3.69836
292.78,33,196.03,111.19,-1.14219,0.8,-2.04219,1.25781
292.78,32,111.8,111.44,-0.609937,1.8,-3.60994,3.19006
292.78,Untracked,65.2,113.84,0.193387,2.9,-5.30661,5.99339
292.78,28,228.81,116.34,1.95277,1.35,-0.0472324,4.95277
292.78,36,135.62,119.08,-3.73409,1.5,-6.03409,-0.434094
292.78,29,93.31,120.23,0.129799,1.8,-2.4702,4.0298
292.78,31,36.37,122.27,0.40081,2.5,-4.49919,5.20081
292.78,Untracked,11.29,124.84,-4.02902,3,-9.02902,2.47098
292.78,40,254.08,130.32,-2.28481,1.5,-4.78481,0.91519
292.78,42,229.62,132.87,-5.42289,1.35,-7.42289,-2.22289
292.78,Untracked,20.6,133.81,5.38511,2.7,0.88511,11.2851
292.78,38,160.99,135.39,-2.48147,1.5,-4.98147,0.918532
292.78,Untracked,104.1,137.16,1.1019,2.05,-1.5981,5.9019
292.78,Untracked,266.05,138.63,-0.018763,1.1,-1.51876,2.88124
292.78,46,242.35,140.82,1.27457,1.5,-1.42543,4.47457
292.78,49,189.86,141.49,0.826902,1.3,-1.2731,3.8269
292.78,45,211.39,141.53,2.34585,1.05,0.945852,5.04585
292.78,44,90.65,143.19,-0.100812,2.2,-3.80081,4.09919
292.78,Untracked,157.68,144.56,2.92469,1.8,-0.0753131,6.82469
292.78,52,119.96,147.4,0.70948,2.1,-3.29052,4.70948
292.78,53,42.68,149.34,0.252229,2.45,-4.44777,5.15223
292.78,56,132.77,155.3,4.51866,2,0.718655,8.41866
292.78,Untracked,21.24,155.94,0.0768026,2.05,-2.6232,5.4768
292.78,54,258.93,158.71,0.649136,1.2,-1.25086,3.44914
292.78,51,329.63,160.01,2.52297,1.8,-0.777033,6.22297
292.78,63,62.42,163.98,0.13567,2.5,-4.56433,4.83567
292.78,50,80.77,164.63,-0.0957592,2.45,-4.89576,4.40424
292.78,Untracked,210.58,165.69,0.185573,1.25,-1.21443,3.68557
292.78,Untracked,235.03,167.37,1.62315,1.6,-0.67685,5.22315
292.78,48,350.81,167.42,-0.920628,1.95,-4.52063,2.97937
292.78,61,38.06,176.26,-0.780678,2.15,-3.98068,3.81932
292.78,Untracked,213.15,177.14,-1.43289,1.7,-3.73289,2.46711
292.78,60,194.25,178.17,-1.94846,1.8,-5.24846,1.55154
292.78,59,19.48,180.75,-0.512858,2.05,-3.61286,4.08714
292.78,62,137.61,181.64,2.54314,1.85,-0.856864,6.14314
292.78,64,249.24,184.43,-4.37496,1.65,-7.27496,-0.974961
292.78,66,227.01,191.12,1.32193,1.85,-2.07807,4.92193
292.78,65,9.53,195.94,3.88801,2.5,-0.511993,8.88801
292.78,67,205.7,196.46,-0.412614,1.95,-4.11261,3.38739
292.78,71,51.57,197.12,-1.09365,1.5,-2.59365,3.20635
292.78,68,287.37,197.88,-0.367906,1.4,-2.46791,2.53209
292.78,69,101.65,200.86,-0.904802,2.25,-5.0048,3.5952
292.78,70,264.44,208.59,1.74628,1.5,-0.753718,4.84628
292.78,73,120.65,209.9,0.251989,2.1,-3.44801,4.45199
292.78,75,95.85,221.15,-0.748518,2.35,-4.14852,3.85148
292.78,76,332.51,221.83,-0.578661,1.95,-4.27866,3.32134
292.78,Untracked,186.85,222.31,-2.07799,2.25,-5.97799,2.52201
292.78,80,112.26,225.14,-0.439852,2.2,-3.73985,3.96015
292.78,81,8.24,239.26,0.574035,2.85,-5.02596,5.97404
292.78,83,63.75,240.35,-0.325016,2.5,-5.12502,4.47498
292.78,77,370.1,244.37,-1.28035,1.35,-2.68035,2.51965
292.78,86,327.44,247.47,2.5846,1.9,-0.915396,6.4846
292.78,Untracked,130.04,247.99,-1.66524,1.4,-2.76524,3.03476
292.78,87,288.84,253.14,-0.595074,1.15,-2.39507,2.00493
292.78,89,217.92,258.23,-3.4641,1.45,-4.7641,0.335905
292.78,92,110.6,264.3,-0.111977,2,-2.71198,4.08802
292.78,91,193.38,268.76,-2.69473,1.8,-5.69473,1.10527
292.78,93,294.28,272.51,-0.261024,1.25,-1.76102,2.63898
292.78,Untracked,71.46,274.78,-1.01591,2.1,-3.31591,4.78409
292.78,95,157.98,275.36,-0.0125152,1.35,-1.81252,3.48748
292.78,98,234.17,276.82,3.21572,1.6,1.41572,6.71572
292.78,102,316.42,277.43,-3.93611,1.7,-6.33611,-0.33611
292.78,97,270.68,278.54,0.974873,1.15,-0.825127,3.57487
292.78,94,25.52,281.53,-0.348267,2.8,-5.74827,5.05173
292.78,99,334.86,282.42,5.19738,1.95,1.59738,9.09738
292.78,101,253.39,284.52,-3.1173,1.6,-6.0173,0.182704
292.78,Untracked,113.78,285.67,2.03455,2.25,-1.26545,7.23455
292.78,100,62.12,287.8,1.57851,2.3,-2.02149,6.17851
292.78,105,271.35,289.28,1.0953,1.15,-0.704697,3.7953
292.78,108,122.98,290.07,0.251453,1.85,-2.64855,4.25145
292.78,104,196.37,290.61,0.877653,1.55,-1.42235,4.47765
292.78,Untracked,136.06,301.45,0.668089,1.75,-1.33191,5.06809
292.78,110,144.74,305.07,-2.64959,1.4,-4.14959,0.950408
292.78,109,285,305.55,-1.38413,1,-2.58413,1.21587
292.78,111,76.27,310.78,0.702959,2.35,-3.69704,5.30296
292.78,113,64.96,313.99,0.898305,2.45,-3.7017,5.6983
292.78,112,381.72,318.91,1.98183,2.2,-2.21817,6.38183
292.78,114,344.37,322.25,0.0872131,1.85,-2.81279,4.18721
292.78,115,268.14,326.31,-0.201184,1.25,-2.10118,2.69882
292.78,117,110.65,326.62,0.948494,1.65,-1.55151,4.74849
292.78,116,17.76,327.54,0.29205,2.75,-4.90795,5.69205
292.78,118,212.31,328.33,2.86762,1.6,0.467617,6.36762
292.78,121,181.83,336.21,-1.74048,0.9,-2.54048,1.05952
292.78,119,48.5,341.53,1.37373,2.4,-3.02627,6.17373
292.78,120,158.87,341.86,-0.44015,0.95,-1.44015,2.35985
292.78,123,123.46,343.14,0.665887,1.6,-1.93411,4.26589
292.78,122,72.58,344.28,2.51344,2.1,-1.18656,6.91344
292.78,124,239.23,349.3,4.30665,1.85,0.906653,8.00665
292.78,130,135.9,357.94,-2.98558,1.5,-5.18558,0.614424
292.78,127,397.61,358.61,5.13773,2.35,0.837728,9.83773
292.78,128,420.13,360.14,-4.46172,2.45,-8.76172,0.73828
292.78,Untracked,175.68,366.34,1.09913,1.15,-0.500871,4.19913
292.78,131,105.79,375.55,0.441817,1.05,-0.758183,3.74182
292.78,132,189.32,375.34,-4.25164,1.2,-5.55164,-1.05164
292.78,134,165.05,382.05,6.32754,1.45,4.02754,9.72754
292.78,Untracked,127.59,385.18,0.356602,1.9,-2.3434,5.0566
292.78,133,35.34,386.23,-0.174384,1.35,-1.57438,3.82562
292.78,Untracked,114.64,388.87,-1.54824,1.8,-3.74824,3.25176
292.78,137,368.15,389.83,2.18795,2.6,-3.01205,7.08795
292.78,135,394.15,390.52,2.62034,2.45,-1.67966,7.82034
292.78,138,146.95,396.55,-1.79147,1.6,-3.99147,2.00853
292.78,Untracked,162.79,398.24,2.31923,1.8,-0.380774,6.61923
292.78,Untracked,112.41,402.97,-2.74098,2.15,-5.64098,2.55902
292.78,146,127.57,403.96,-0.540755,1.95,-3.94075,3.65925
292.78,142,20.11,404.05,0.0717316,1.75,-2.02827,4.67173
292.78,141,381.32,405.54,4.75261,2.6,-0.0473858,9.95261
292.78,139,177.11,406.47,1.62152,1.65,-1.07848,5.22152
292.78,147,431.82,416.16,-3.39168,2.1,-5.49168,2.10832
292.78,148,327.1,416.48,-0.147998,2.5,-5.048,4.752
292.78,Untracked,172.97,417.47,0.677222,1.65,-1.82278,4.87722
292.78,155,141.76,420.69,-1.06666,2.05,-4.46666,3.33334
292.78,143,121.34,421.73,-0.0860659,2.2,-3.68607,4.51393
292.78,149,212.86,421.82,-2.01163,2,-5.61163,2.28837
292.78,152,69.49,422.1,-0.251556,1.15,-1.05156,3.94844
292.78,144,160.89,422.11,1.09223,1.65,-1.60777,4.89223
292.78,150,293.03,424.15,-0.955938,1.95,-3.65594,3.34406
292.78,Untracked,309.32,428.01,0.47364,2.85,-4.42636,6.67364
292.78,154,108.58,428.52,-0.197,2.15,-3.097,4.603
292.78,162,267.51,429.14,3.00743,1.4,1.20743,6.60743
292.78,Untracked,242.74,430.07,1.01438,1.55,-0.985624,5.21438
292.78,156,256.88,432.19,-2.64784,1.15,-3.94784,0.752164
292.78,157,387.29,433.36,0.650127,2.65,-3.54987,6.05013
292.78,Untracked,300.36,439.3,3.03772,2.7,-1.46228,9.13772
292.78,Untracked,229.89,439.89,-1.80068,2.2,-5.10068,3.59932
292.78,Untracked,327.31,441.88,0.154631,3.45,-6.14537,7.45463
302.23,4,125.38,3.98,-0.0211733,1.65,-2.12117,4.27883
302.23,5,295.17,9.67,4.79221,2,1.29221,9.19221
302.23,Untracked,143.54,18.02,0.329151,1.8,-2.17085,5.12915
302.23,Untracked,99.21,22.29,-1.94836,2.5,-5.54836,4.25164
302.23,6,156.24,22.37,4.29353,1.85,1.29353,8.49353
302.23,7,249.28,23.36,0.145134,1.8,-2.65487,4.14513
302.23,14,57.59,27.33,1.46321,2,-1.33679,6.06321
302.23,13,106.8,38.89,-2.95089,1.75,-5.45089,1.34911
302.23,Untracked,11.39,39.12,-0.625269,2.9,-4.92527,6.57473
302.23,9,255.22,39.92,-1.5822,1.35,-2.9822,2.0178
302.23,12,82.21,41.32,0.0481677,1.95,-3.15183,4.54817
302.23,11,211.03,48.7,0.394394,1.25,-1.10561,3.69439
302.23,17,239.96,53.31,-0.559455,1.65,-3.35945,3.24055
302.23,15,33.51,55.95,3.52812,2.25,-0.371885,8.52812
302.23,Untracked,10.8,59.31,1.90096,2.45,-1.39904,8.20096
302.23,20,117.62,68.6,3.3225,1.3,1.7225,6.7225
302.23,22,131.37,76.82,0.130141,1,-0.969859,3.13014
302.23,19,227.85,78.53,-4.07226,1.55,-6.57226,-0.472265
302.23,23,344.14,83.08,-1.61708,1.6,-3.01708,2.38292
302.23,25,253.21,85.78,3.56062,1.55,0.960622,7.06062
302.23,21,305.08,85.86,3.19448,1.8,-0.10552,7.09448
302.23,24,18.27,89.45,0.229795,1.45,-1.6702,4.1298
302.23,26,122.72,98.76,-1.87882,0.85,-2.67882,0.921176
302.23,Untracked,437.81,99.8,4.14505,2.35,0.245047,9.64505
302.23,Untracked,29.21,107.32,0.448077,2.5,-3.25192,6.64808
302.23,Untracked,74.24,107.81,0.604938,2.15,-2.39506,6.20494
302.23,33,196.39,110.92,-0.258642,1,-1.45864,2.44136
302.23,32,113.72,112.32,-0.632032,1.3,-2.03203,2.96797
302.23,Untracked,65.93,113.89,0.391296,2.35,-2.9087,6.2913
302.23,28,228.99,116.36,1.63907,1.4,-0.360927,5.13907
302.23,29,92.81,118.66,-0.167968,1.55,-2.06797,3.83203
302.23,36,135.77,118.98,-3.03958,1.15,-4.13958,0.26042
302.23,31,36.36,123.28,0.268086,2.2,-3.43191,5.26809
302.23,Untracked,11.45,124.79,-1.39918,2.7,-5.29918,5.40082
302.23,40,257.59,126.19,-2.03292,1.45,-4.03292,1.26708
302.23,Untracked,22.53,131,-1.90174,2.55,-5.30174,4.59826
302.23,42,230.15,132.81,-5.27462,1.4,-7.07462,-1.67462
302.23,38,160.54,134.28,-1.9448,1.35,-3.8448,1.4552
302.23,Untracked,268.25,135.55,0.826841,1.3,-0.873159,4.22684
302.23,Untracked,103.87,139.62,0.162426,1.75,-1.83757,4.96243
302.23,46,241.95,141.07,1.76792,1.55,-0.732076,5.26792
302.23,45,210.77,141.18,1.09037,1.1,-0.109634,4.09037
302.23,49,190.25,142.41,-0.24821,1.4,-2.24821,3.25179
302.23,44,89.91,143.57,-0.581607,1.8,-2.98161,3.81839
302.23,Untracked,157.79,144.69,4.00146,1.65,1.70146,8.10146
302.23,52,119.8,146.97,0.517063,1.75,-1.98294,4.71706
302.23,53,42.07,149.22,0.433724,2.2,-3.06628,5.33372
302.23,56,133.05,154.73,3.75407,1.75,1.15407,7.75407
302.23,Untracked,20.63,156.41,3.09837,2.05,0.498366,8.59837
302.23,54,258.93,158.52,-0.0806317,1.3,-1.98063,3.11937
302.23,51,329.79,160.15,2.89527,1.85,-0.304729,6.79527
302.23,Untracked,212.97,164.15,-1.50679,1.5,-3.40679,2.39321
302.23,50,81.16,165.07,0.018437,2.05,-3.28156,4.61844
302.23,Untracked,234.9,167.56,5.51942,1.75,2.71942,9.61942
302.23,48,351.19,167.72,-1.30991,2,-4.90991,2.99009
302.23,63,64.94,173.32,0.00699616,2.05,-2.693,4.807
302.23,61,37.39,175.61,-1.23488,1.9,-3.23488,3.56512
302.23,Untracked,213.28,177.2,2.11429,1.8,-0.685707,6.51429
302.23,60,194.07,177.7,-1.9971,1.8,-4.8971,2.0029
302.23,59,19.19,180.87,-0.770992,1.9,-3.27099,3.82901
302.23,62,137.67,181.66,1.89427,1.85,-1.00573,6.09427
302.23,64,249.16,183.49,-4.06589,1.65,-6.76589,-0.365889
302.23,66,227.31,190.72,1.00925,1.75,-1.99075,5.00925
302.23,65,6.38,195.68,4.19111,2.2,1.09111,9.19111
302.23,67,205.55,196.21,-0.218851,1.8,-3.31885,3.78115
302.23,71,51.31,196.87,-1.41786,1.3,-2.31786,2.98214
302.23,68,287.41,197.81,-1.70755,1.55,-3.60755,1.89245
302.23,69,101.75,201.45,-0.919625,2,-4.01962,3.68038
302.23,70,264.42,209.04,1.87537,1.5,-0.224627,5.37537
302.23,73,120.86,209.87,0.368119,1.85,-2.23188,4.76812
302.23,75,95.86,221.25,-0.388952,2,-3.28895,4.21105
302.23,76,332.59,221.84,-0.204819,1.9,-3.40482,3.89518
302.23,Untracked,186.94,222.4,2.80128,2,0.00128149,7.70128
302.23,80,112.33,225.19,-0.0540044,1.8,-2.354,4.346
302.23,81,8.31,239.48,0.700815,2.55,-3.39919,6.20081
302.23,83,64.79,240.23,-0.204025,2.1,-3.40402,4.69598
302.23,77,370.1,244.28,-1.76095,1.2,-2.76095,2.03905
302.23,Untracked,129.98,248.07,-1.41666,1.05,-2.21666,2.38334
302.23,86,327.44,248.05,3.28127,1.8,0.28127,7.28127
302.23,87,288.85,253.38,-0.611752,1.05,-2.01175,2.08825
302.23,89,217.79,258.21,-2.9001,1.25,-3.9001,0.8999
302.23,92,110.3,263.6,-0.20967,1.55,-2.00967,3.89033
302.23,91,192.77,269.27,-2.81337,1.7,-5.21337,1.18663
302.23,93,294.28,272.59,-0.130176,1.25,-1.83018,2.86982
302.23,Untracked,71.65,274.88,-1.35465,1.6,-2.65465,4.14535
302.23,95,158.05,275.17,-0.179114,1.1,-1.37911,3.12089
302.23,98,233.5,277.23,3.57301,1.45,1.97301,7.17301
302.23,102,316.65,277.84,-3.40414,1.65,-6.00414,0.295863
302.23,97,270.68,278.76,0.970692,1,-0.429308,3.57069
302.23,94,25.42,281.46,-0.00327834,2.55,-4.40328,5.39672
302.23,99,334.32,282.86,4.70188,1.85,1.60188,8.80188
302.23,101,253.43,284.84,-4.87677,1.5,-6.97677,-1.27677
302.23,100,62.41,285.48,1.10923,1.8,-0.690769,5.80923
302.23,104,199.01,289.05,1.16192,1.65,-1.33808,5.06192
302.23,108,122.81,289.14,0.402548,1.55,-1.59745,4.40255
302.23,105,271.32,289.49,0.760909,1.1,-0.739091,3.66091
302.23,Untracked,135.98,302.01,-0.129381,1.7,-2.02938,4.37062
302.23,110,145.37,304.08,-1.82573,1.4,-3.12573,1.77427
302.23,109,283.53,305.71,-0.35779,1.05,-1.75779,2.34221
302.23,111,76.09,310.92,0.632516,2.15,-2.86748,5.43252
302.23,113,65.18,313.86,0.736241,2.25,-3.06376,5.73624
302.23,112,381.76,319.09,0.526894,2.15,-3.27311,5.22689
302.23,114,344.46,322.68,-1.61787,1.55,-3.11787,2.58213
302.23,117,110.21,326.16,-0.194475,1.65,-1.99447,3.90553
302.23,115,268.12,326.55,-0.191422,1.3,-2.09142,3.00858
302.23,116,17.63,327.65,0.583087,2.65,-4.31691,6.18309
302.23,118,212.17,328.61,2.41239,1.65,-0.0876096,6.31239
302.23,121,180.5,334.22,-1.95236,1,-2.85236,1.04764
302.23,119,48.56,341.48,1.16144,2.45,-3.03856,6.46144
302.23,120,158.89,341.94,1.6345,1.15,0.0345008,4.4345
302.23,123,123.1,343.41,0.666752,1.65,-1.63325,4.56675
302.23,122,72.78,344.61,2.73588,2.15,-0.864117,7.53588
302.23,124,239.06,349.74,4.18208,1.8,1.28208,8.18208
302.23,130,135.69,357.24,-3.24954,1.65,-5.74954,0.650461
302.23,127,397.62,358.8,5.30797,2.3,1.00797,10.008
302.23,128,421.65,360.21,-3.79337,2.5,-8.59337,1.10663
302.23,Untracked,174.64,366.03,0.610028,1.15,-0.289972,4.01003
302.23,132,190.67,374.95,-4.34878,1.1,-4.94878,-0.648781
302.23,131,105.8,376.26,0.128779,1.2,-1.07122,3.82878
302.23,134,164.96,381.9,5.38484,1.4,4.18484,9.18484
302.23,Untracked,124.57,385.42,3.39392,2.05,0.693922,8.69392
302.23,133,34.6,386.07,0.510769,1.9,-1.98923,5.21077
302.23,137,367.94,389.9,1.33836,2.55,-3.36164,6.73836
302.23,135,394.27,390.54,3.78185,2.5,-0.918151,8.78185
302.23,Untracked,113.16,391.05,-2.97723,2,-5.17723,2.62277
