time (min),track_id,pos_x (micron),pos_y (micron),flux (mmol/gdw/h),flux_err (mmol/gdw/h),flux_low (mmol/gdw/h),flux_high (mmol/gdw/h)
113.34,149,214,422.32,1.34843,2.9,-3.95157,7.44843
113.34,152,65.97,426.59,0.464143,2.9,-4.03586,6.96414
113.34,150,291.89,426.71,7.74828,3,2.24828,13.9483
113.34,155,142.38,428.1,0.698847,3.05,-4.70115,7.19885
113.34,154,109.06,430.04,1.13003,3.1,-4.56997,7.73003
113.34,156,246.17,430.55,-3.0188,2.8,-7.8188,3.0812
113.34,157,385.74,432.67,1.93007,3.45,-4.46993,9.03007
113.34,153,314.65,433.55,2.58869,3.2,-3.51131,9.18869
113.34,162,266.11,436.84,6.54589,2.9,1.34589,12.7459
113.34,159,34.98,438.39,1.35183,3.25,-4.64817,8.05183
113.34,Untracked,229.11,442.08,-1.77493,4.75,-9.57493,9.32507
113.34,Untracked,329.36,442.56,-1.62484,5.85,-11.0248,12.1752
122.78,2,99.24,1.27,4.03537,3.25,-2.56463,10.1354
122.78,3,180.43,5.23,2.78192,2.95,-2.81808,8.88192
122.78,4,123.22,8.5,3.27578,3.05,-2.72422,9.07578
122.78,5,297.66,14.83,18.7944,3.2,12.0944,24.3944
122.78,6,157.4,23.41,5.42379,2.8,0.223792,11.3238
122.78,7,249.41,27.08,4.79041,3,-1.30959,10.2904
122.78,9,257.51,37.81,-1.65004,2.85,-7.05004,4.24996
122.78,Untracked,10.61,37.96,4.24099,6.2,-6.85901,17.441
122.78,13,104.81,38.08,4.27021,2.9,-1.12979,10.1702
122.78,11,214.39,40.75,-0.106433,2.5,-4.40643,5.19357
122.78,12,82.99,41.62,5.28625,3.05,-0.613753,11.1862
122.78,14,61.22,42.58,7.04752,3.15,0.747525,13.0475
122.78,16,6.67,51.35,2.73321,3.4,-3.96679,9.33321
122.78,15,29.07,52.52,3.55428,3.3,-3.04572,9.95428
122.78,17,241.8,55.26,0.402176,2.7,-4.59782,6.00218
122.78,Untracked,12.8,57.39,3.90588,5.65,-5.89412,16.4059
122.78,20,118.13,62.4,4.81709,2.4,0.917094,10.0171
122.78,19,227.63,65.04,-6.61877,2.5,-11.1188,-1.41877
122.78,22,133.21,76.25,-1.7295,1.75,-4.1295,2.7705
122.78,23,346.31,82.35,-0.302254,2.75,-5.30225,5.19775
122.78,25,253.6,83.84,10.373,2.45,5.87295,15.373
122.78,24,19.2,85.25,4.62396,3,-1.17604,10.524
122.78,21,303.47,87.83,3.55778,2.7,-1.44222,9.25778
122.78,26,122.44,101.64,-2.21258,1.5,-3.91258,1.88742
122.78,Untracked,31.87,102.4,-3.70791,4.95,-12.2079,7.49209
122.78,27,434.97,104.89,7.96421,3,2.16421,13.8642
122.78,28,227.13,111.01,-3.33527,1.7,-5.73527,0.764732
122.78,Untracked,21.04,112.2,-8.05868,5.15,-16.6587,3.64132
122.78,31,41.02,114.08,0.714118,3.1,-5.48588,6.71412
122.78,29,96.91,114.33,0.758506,2.3,-2.54149,5.95851
122.78,32,112.62,114.21,-0.403834,2,-3.40383,4.29617
122.78,33,192.04,115.14,-3.11157,1.15,-4.51157,-0.0115714
122.78,36,134.64,117.88,-9.08582,1.55,-11.0858,-4.98582
122.78,34,74.37,122.91,0.611454,2.75,-3.98855,6.21145
122.78,40,260.37,125.18,-4.40284,1.75,-6.60284,-0.102843
122.78,37,104.96,132.56,-2.17196,1.9,-4.37196,2.72804
122.78,38,162.2,133.13,0.270245,1.65,-2.22975,4.07025
122.78,Untracked,265.43,137.57,-0.0466738,1.8,-2.34667,4.85333
122.78,42,225.53,138.62,-1.95048,1.5,-3.95048,1.94952
122.78,41,16.63,139.32,9.99346,3.15,3.89346,16.0935
122.78,46,239.93,143.13,-0.126483,1.95,-3.32648,4.27352
122.78,45,211.66,146.02,1.87302,1.35,-0.0269811,5.37302
122.78,44,87.88,146.76,-1.14168,2.5,-4.84168,4.25832
122.78,53,45.45,151.47,0.704138,3.05,-5.19586,6.50414
122.78,Untracked,27,153.36,4.65563,4.4,-2.64437,14.7556
122.78,52,117.6,153.8,0.7511,2.4,-3.5489,5.7511
122.78,51,333.71,154,4.22435,2.3,0.72435,9.62435
122.78,49,191.37,154.96,1.24431,1.8,-1.75569,5.24431
122.78,56,134.19,155.31,3.79829,2.25,-0.20171,8.59829
122.78,54,254.92,158.12,2.12644,1.8,-0.673556,6.42644
122.78,50,74.78,158.66,-0.8265,2.8,-6.0265,4.6735
122.78,55,215.01,162.6,0.910403,1.5,-0.889597,4.7104
122.78,48,346.4,163.5,-6.57697,2.55,-10.777,-0.876966
122.78,63,63.65,172.38,-2.25616,2.8,-7.05616,3.34384
122.78,57,242,174.04,-3.82667,1.95,-7.12667,0.673334
122.78,61,38.66,177.74,-1.70879,2.85,-6.50879,4.09121
122.78,60,197.39,179,-3.51115,2.15,-7.11115,1.08885
122.78,59,26.18,181.11,-2.427,2.95,-7.527,3.673
122.78,58,213.74,181.13,-1.82096,2,-5.02096,2.77904
122.78,62,141.2,182.44,2.41363,2.15,-1.08637,7.21363
122.78,64,249.92,185.61,-5.34456,1.95,-8.34456,-0.844555
122.78,65,8.13,194.82,4.70351,3.1,-1.19649,10.8035
122.78,66,232.3,198.1,4.35601,2.05,1.15601,8.95601
122.78,68,289.06,198.94,-3.33266,1.65,-5.33266,0.967339
122.78,67,206.96,199.49,0.815253,2.25,-3.28475,5.51525
122.78,71,51.26,202.41,-2.2334,2,-4.5334,2.7666
122.78,69,103.83,202.65,-2.31432,2.35,-5.71432,3.08568
122.78,70,266.94,204.75,2.04273,1.65,0.242734,6.34273
122.78,72,201.5,211.33,-0.0923112,2.35,-4.39231,4.70769
122.78,73,120.37,212.97,0.580098,2.4,-3.4199,5.7801
122.78,74,178.69,219.35,0.252517,2.3,-3.64748,5.15252
122.78,75,96.75,226.79,-6.46879,2.3,-9.56879,-1.26879
122.78,76,333.46,226.99,-3.63362,2.45,-7.83362,1.86638
122.78,78,312.83,229.31,3.92146,2.1,0.621459,8.62146
122.78,79,258.52,234,-2.21941,2.05,-5.51941,2.38059
122.78,80,111.77,235,-1.86138,2.5,-6.16138,3.33862
122.78,82,193.26,237.31,-1.94324,2.35,-6.14324,2.95676
122.78,81,8.13,239.61,1.74218,3.2,-4.35782,8.24218
122.78,84,152.16,239.68,-1.31983,2.05,-4.31983,3.38017
122.78,83,61.77,241.12,0.707384,2.65,-3.49262,6.10738
122.78,77,372,242.24,-0.0992772,2.35,-3.19928,5.40072
122.78,85,130.41,249.03,-0.0622956,1.8,-2.1623,4.5377
122.78,86,330.2,251,-3.66251,2.45,-8.16251,1.53749
122.78,87,290.16,253.54,1.58746,1.7,-1.21254,5.38746
122.78,89,219.33,257.38,-1.29916,1.65,-3.09916,3.10084
122.78,92,107.23,267.56,-0.794927,2.55,-5.19493,4.40507
122.78,91,192.37,268.06,-7.58182,2.2,-11.0818,-2.78182
122.78,93,295.31,273.83,-1.27291,1.4,-2.87291,2.42709
122.78,Untracked,71.73,276.63,6.58036,3.95,-0.219638,15.1804
122.78,98,235.73,277.64,0.636035,2,-2.46397,5.13603
122.78,95,156.31,278.26,0.270944,1.6,-1.82906,4.27094
122.78,97,271,278.9,2.34997,1.65,-0.450034,6.04997
122.78,94,31.56,279.37,1.30167,3.2,-5.09833,7.40167
122.78,102,317.71,279.36,-6.79826,1.95,-9.39826,-2.19826
122.78,99,336.42,282.69,9.53128,2.45,5.23128,14.7313
122.78,100,65.44,282.92,5.9637,3,-0.0363019,11.3637
122.78,103,112.33,284.92,-0.695904,2.45,-4.8959,4.4041
122.78,101,250.46,285.05,-1.10863,2.1,-4.90863,3.39137
122.78,104,202.44,290.33,-0.0781787,2,-3.27818,4.32182
122.78,105,271.74,290.46,-0.406907,1.75,-3.20691,3.59309
122.78,107,146.78,292.96,2.79371,1.55,0.993706,6.99371
122.78,108,121.33,298.42,-1.62917,2.25,-5.22917,3.27083
122.78,109,287.59,301.78,-0.0321449,1.45,-2.23214,3.46786
122.78,110,147.66,309.81,-5.90321,1.6,-7.80321,-1.70321
122.78,111,80.32,312.8,-0.168548,2.85,-5.46855,5.53145
122.78,113,64.64,317.38,-1.40814,3.05,-7.30814,4.59186
122.78,112,383.6,321.19,-3.48399,2.9,-8.68399,2.71601
122.78,114,348.26,322.43,-1.16455,2.3,-4.36455,4.13545
122.78,115,271.51,326.12,-2.07107,1.6,-4.57107,1.82893
122.78,116,20.27,327.19,-0.967259,3.35,-7.36726,5.73274
122.78,117,109.65,327.62,-2.34952,1.85,-4.34952,2.55048
122.78,118,217.41,329.22,0.512336,2.35,-3.88766,5.31234
122.78,119,46.1,330.74,-0.0806376,3.2,-6.28064,6.11936
122.78,120,158.94,337.36,0.527814,1.45,-1.17219,4.42781
122.78,121,172.63,338.5,-2.74356,1.5,-4.74356,1.05644
122.78,123,124.51,344.82,-0.642482,2,-3.04248,4.35752
122.78,122,66.39,345.51,-2.51059,3,-8.01059,3.48941
122.78,124,238.22,350.22,7.77839,2.65,2.57839,12.8784
122.78,Untracked,354.17,354.53,-3.05669,4.4,-10.8567,6.34331
122.78,127,398.7,358.91,7.38652,3,1.88652,13.6865
122.78,130,135.89,360,5.86599,2.4,1.76599,10.966
122.78,128,425.65,361.56,-2.48895,3.3,-8.78895,4.21105
122.78,129,8.43,365.56,-0.421467,3.35,-7.02147,5.97853
122.78,131,103.42,379.28,-1.1035,2.15,-3.8035,4.0965
122.78,132,188.45,380.08,-6.53584,2.3,-9.83584,-1.53584
122.78,133,30.95,386.24,0.127358,2.25,-2.67264,5.62736
122.78,134,162.04,389.44,8.23558,2.65,3.23558,13.5356
122.78,Untracked,126.6,389.96,-2.56356,3.95,-9.06356,6.43644
122.78,137,368.94,393.33,1.52629,3.35,-5.17371,7.92629
122.78,135,398.25,394.88,6.90958,3.35,0.209583,13.3096
122.78,136,114.25,396.11,1.04843,2.9,-4.25157,6.74843
122.78,138,148.41,396.85,-2.27601,2.9,-7.77601,3.42399
122.78,Untracked,100.82,403.44,-1.96244,4.1,-7.86244,7.73756
122.78,141,381.57,404.28,4.48231,3.4,-2.21769,11.0823
122.78,139,179.87,404.93,2.7137,2.85,-2.8863,8.1137
122.78,142,21.23,406.44,-2.12483,2.75,-6.32483,4.07517
122.78,146,133.34,410.87,-0.979888,3.05,-7.07989,4.92011
122.78,143,116.58,413.41,0.331412,3.1,-5.76859,6.33141
122.78,148,329.43,417.34,1.84111,3.3,-4.65889,8.44111
122.78,147,429.81,417.45,1.40179,3.4,-5.29821,8.00179
122.78,144,165.43,418.71,11.1125,2.9,5.21246,16.7125
122.78,Untracked,301.58,419.14,-3.84463,4.85,-12.0446,6.95537
122.78,149,213.96,422.2,2.25239,3.15,-4.24761,8.05239
122.78,152,67.06,424.03,0.189437,2.65,-3.61056,6.18944
122.78,150,291.64,425.94,7.23893,3.05,1.13893,13.2389
122.78,155,141.83,427.76,0.647503,3.2,-5.5525,6.9475
122.78,156,250.86,428.5,-3.68969,2.8,-8.78969,1.91031
122.78,154,107.85,429.28,1.14323,3.25,-5.45677,7.14323
122.78,157,383.84,433.1,2.69198,3.45,-4.40802,9.39198
122.78,Untracked,23.37,436.08,1.91743,5.45,-6.68257,14.6174
122.78,162,266.12,436.84,6.5837,3.05,0.483705,12.0837
122.78,153,314.26,438.98,2.15622,3.35,-4.34378,8.95622
122.78,159,36.39,440.32,1.54283,3.3,-4.95717,7.74283
122.78,Untracked,229.29,440.81,5.04643,5.25,-4.85357,15.7464
122.78,Untracked,328.52,442.21,0.0981238,6.2,-11.4019,13.2981
132.23,2,99.42,2.26,2.77,3.4,-4.23,8.97
132.23,3,178.83,5.26,3.66336,3.15,-2.43664,9.66336
132.23,4,122.45,8.4,1.7895,3.2,-4.7105,7.7895
132.23,5,298.33,15.08,15.823,3.2,9.52302,22.123
132.23,6,156.93,23.52,4.61636,2.95,-1.08364,10.4164
132.23,7,249.17,25.61,4.82224,3,-1.07776,10.5222
132.23,9,257.24,37.56,-1.76918,2.9,-7.26918,3.93082
132.23,13,104.47,38.06,3.16875,3.1,-3.13125,8.86875
132.23,Untracked,10.45,38.72,-6.5202,6.65,-18.7202,6.6798
132.23,14,60.49,39.76,5.03718,3.35,-2.06282,11.0372
132.23,11,213.35,39.86,-1.19199,2.55,-5.59199,4.20801
132.23,12,82.11,40.62,3.96996,3.25,-2.73004,9.86996
132.23,15,29.14,52.65,2.91572,3.5,-4.48428,9.01572
132.23,16,7.2,53.37,2.64173,3.45,-4.35827,8.94173
132.23,17,242.03,54.13,0.618692,2.7,-4.28131,5.81869
132.23,20,118.19,60.05,4.33336,2.65,-0.666643,9.23336
132.23,19,229.49,73.85,-6.62286,2.25,-10.1229,-1.62286
132.23,22,132.69,75.92,-1.6222,2,-4.9222,2.4778
132.23,25,253.17,83.51,11.0878,2.35,6.98776,15.8878
132.23,23,345.6,83.57,1.43601,2.95,-4.36399,6.83601
132.23,24,18.83,85.18,6.44237,3.1,0.142368,12.1424
132.23,21,302.39,87.03,3.50945,2.85,-2.09055,8.90945
132.23,Untracked,32.62,96.64,2.73789,5.55,-7.66211,13.6379
132.23,26,123.15,100.76,-1.5414,1.55,-3.8414,2.0586
132.23,27,432.8,104.89,10.4388,3.2,3.63875,15.6388
132.23,32,113.05,109.48,-0.205605,2.25,-4.0056,4.0944
132.23,Untracked,21.68,110.41,0.701115,5.75,-10.0989,11.8011
132.23,28,227.05,111.3,-3.9168,1.5,-5.7168,0.183199
132.23,31,40.71,112.9,0.348222,3.3,-6.45178,6.44822
132.23,33,192.8,113.75,-3.51027,0.95,-4.51027,-0.710274
132.23,29,96.28,114.77,0.831705,2.65,-4.0683,5.8317
132.23,36,135.3,118.4,-9.70211,1.75,-12.4021,-5.80211
132.23,34,73.26,124.85,0.43743,3.05,-5.66257,6.03743
132.23,38,162.13,132.83,-1.35439,1.85,-4.35439,2.64561
132.23,40,255.47,133.68,-4.54706,2.15,-8.24706,0.0529425
132.23,37,105.2,135.43,-2.21244,2.4,-5.61244,2.78756
132.23,41,20.03,137.42,9.78784,3.3,3.08784,15.8878
132.23,42,224.64,137.98,-1.90887,1.45,-3.90887,1.79113
132.23,46,240.07,142.5,-0.191953,1.95,-3.39195,4.10805
132.23,Untracked,265.21,143.22,1.40895,2.15,-1.99105,6.50895
132.23,Untracked,159.05,144.94,2.79929,2.35,-1.10071,7.89929
132.23,44,88.16,146.19,-1.07648,2.9,-6.37648,4.42352
132.23,45,211.72,146.17,1.80871,1.4,-0.0912854,5.30871
132.23,Untracked,26.7,153.13,8.89985,4.95,-0.000154711,18.6998
132.23,53,47.09,153.04,0.377721,3.2,-6.02228,6.37772
132.23,52,117.58,153.56,0.949327,2.75,-4.35067,5.94933
132.23,49,191.75,154.16,1.39963,1.85,-1.60037,5.49963
132.23,51,334.29,153.94,5.28263,2.55,0.682629,10.5826
132.23,50,74.22,156.83,-1.01298,3.05,-7.01298,4.78702
132.23,56,133.56,156.59,4.76712,2.55,-0.132883,9.46712
132.23,54,254.84,158.38,2.52931,2,-1.07069,6.82931
132.23,55,213.83,162.77,0.32877,1.5,-1.47123,4.32877
132.23,48,345.25,163.57,-6.17412,2.75,-11.2741,-0.574124
132.23,63,63.14,171.77,-2.48794,3,-7.78794,3.41206
132.23,57,241.37,174.52,-3.667,2.15,-7.367,0.932999
132.23,61,39.02,177.17,-1.87604,2.95,-6.67604,4.02396
132.23,60,197.22,179.53,-3.26789,2.2,-7.16789,1.33211
132.23,58,213.74,180.6,-1.97374,2.05,-5.17374,2.52626
132.23,59,26.34,181.07,-1.74416,3,-6.94416,4.15584
132.23,62,141.78,182.39,4.53232,2.3,0.132324,9.03232
132.23,64,249.17,185.47,-5.29891,2.15,-9.09891,-0.798913
132.23,65,6.62,193.34,3.92776,3.2,-1.97224,10.5278
132.23,66,231.97,198.92,4.112,2.1,0.511995,8.412
132.23,68,288.81,198.76,-3.60773,1.85,-6.00773,0.892266
132.23,67,208.07,199.74,0.580199,2.35,-3.7198,5.2802
132.23,71,51.67,201.39,-3.15116,2,-5.35116,2.04884
132.23,69,103.76,201.96,-1.33843,2.7,-5.03843,3.96157
132.23,70,266.86,204.57,1.50559,1.7,-0.694408,5.70559
132.23,72,201.99,210.5,-0.396355,2.4,-4.99635,4.50365
132.23,73,120.21,212.66,0.966923,2.65,-3.93308,6.16692
132.23,74,178.5,219.09,0.35422,2.4,-4.14578,5.15422
132.23,75,96.99,225.82,-6.62893,2.7,-9.82893,-0.828928
132.23,76,334.42,227.4,-4.18502,2.5,-8.18502,1.31498
132.23,78,312.71,229.17,4.10734,2.05,0.907336,8.90734
132.23,79,258.24,233.71,-0.795314,1.95,-4.09531,3.60469
132.23,80,111.42,234.22,-2.12678,2.65,-6.72678,3.37322
132.23,82,191.4,234.51,-2.08931,2.4,-6.48931,2.81069
132.23,81,6.98,239,1.56857,3.3,-5.23143,7.66857
132.23,84,151.96,239.87,-1.09964,2.05,-3.99964,3.50036
132.23,83,62.89,240.63,-0.338619,2.9,-4.53862,5.46138
132.23,77,370.31,244.43,-0.196055,2.4,-3.69605,5.30395
132.23,85,129.95,249.2,-0.518114,1.8,-2.61811,4.08189
132.23,86,330.01,250.31,-3.27609,2.2,-6.37609,1.82391
132.23,87,288.59,253.66,0.359846,1.65,-1.74015,4.45985
132.23,89,219.13,258.85,-2.23145,1.75,-4.43145,2.06855
132.23,92,108.23,266.35,-1.16624,2.55,-5.46624,4.23376
132.23,91,191.76,268.34,-7.41498,2.1,-10.815,-2.71498
132.23,93,295.33,273.6,-1.93827,1.1,-2.73827,1.66173
132.23,98,235.35,277.05,0.501856,2.05,-2.79814,5.00186
132.23,Untracked,71.85,277.62,-1.59043,3.7,-6.69043,7.80957
132.23,95,156.53,278.04,-0.18414,1.55,-2.28414,3.91586
132.23,97,270.95,278.64,2.90238,1.5,0.902376,6.60238
132.23,102,317.32,278.99,-7.77313,1.55,-9.17313,-3.17313
132.23,94,28.79,280.71,0.884522,3.3,-5.71548,7.18452
132.23,99,336.17,282.58,10.235,2.05,7.63505,15.135
132.23,100,65.13,283.64,5.52249,2.8,0.522493,11.1225
132.23,103,111.84,285.44,-1.17498,2.45,-5.27498,4.32502
132.23,101,249.71,287.87,-1.37946,2.05,-4.47946,3.32054
132.23,104,202.58,290.35,0.0389,2,-2.9611,4.6389
132.23,105,271.7,290.27,0.359786,1.55,-1.54021,4.25979
132.23,107,146.16,293.12,3.40075,1.55,1.50075,7.50075
132.23,108,120.66,296.02,-2.24745,2.3,-5.74745,3.15255
132.23,109,286.59,302.24,-1.29054,1.3,-2.79054,2.40946
132.23,110,147.75,309.57,-5.71151,1.6,-7.61151,-1.51151
132.23,111,80.64,312.97,0.0395964,2.85,-4.9604,6.0396
132.23,113,65.02,317.18,-1.957,3.05,-7.557,4.443
132.23,112,384.67,320.18,-3.50803,2.85,-8.50803,2.59197
132.23,114,347.93,322.28,-1.37612,2.4,-4.97612,4.12388
132.23,115,271.39,326.15,-1.98369,1.7,-4.18369,2.31631
132.23,116,19.88,326.88,-1.1586,3.35,-7.7586,5.6414
132.23,117,108.21,327,-2.96939,2.1,-4.96939,2.73061
132.23,118,218.34,328.03,-1.01612,2.35,-5.01612,4.28388
132.23,119,47.32,333.05,0.449243,3.25,-5.95076,6.64924
132.23,120,159.38,337.62,-0.191355,1.5,-1.89136,3.80864
132.23,121,172.59,343.78,-3.62776,1.5,-5.32776,0.47224
132.23,123,124.3,344.7,-1.12397,2.1,-3.32397,4.17603
132.23,122,67.71,345.88,-1.72395,3.05,-7.22395,4.47605
132.23,124,237.21,349.91,7.20194,2.55,2.50194,12.4019
132.23,130,134.6,358.49,5.84405,2.4,2.04405,11.0441
132.23,127,398.68,358.75,7.19464,3.1,0.994642,12.9946
132.23,128,426.01,361.27,-2.89335,3.3,-9.29335,3.60665
132.23,Untracked,184.91,364.36,2.63581,2.55,-1.26419,8.93581
132.23,129,5.37,365.13,-0.666992,3.45,-7.56699,6.03301
132.23,131,103.46,378.23,-0.716348,2.6,-5.01635,5.08365
132.23,132,187.65,381.86,-5.56263,2.55,-10.1626,-0.16263
132.23,133,31.57,385.77,1.07628,2.65,-3.02372,6.67628
132.23,134,161.53,389.12,8.60454,2.7,3.50454,14.0045
132.23,Untracked,124.4,390.4,0.343037,4.2,-6.35696,10.143
132.23,137,369.94,392.34,1.28027,3.25,-4.81973,7.88027
132.23,135,396.9,393.27,6.90178,3.3,0.201785,13.0018
132.23,138,148.23,396.75,-2.01662,2.9,-7.31662,3.98338
132.23,136,114.5,397.84,1.29237,3,-4.40763,7.49237
132.23,Untracked,100.22,402.03,3.57804,4.6,-4.22196,13.978
132.23,139,179.71,402.95,3.78839,2.8,-1.61161,9.38839
132.23,141,382.19,404.2,4.83208,3.3,-1.76792,11.3321
132.23,142,20.95,407.49,-1.77629,3.1,-7.27629,4.52371
132.23,146,133.24,410.22,-1.08048,3.1,-6.88048,5.31952
132.23,143,115.97,414.03,0.0967743,3.15,-5.90323,6.69677
132.23,147,429.61,416.95,2.71366,3.35,-3.78634,9.41366
132.23,144,166.54,417.76,9.35471,2.95,3.55471,15.0547
132.23,148,328.28,417.77,2.30162,3.25,-3.99838,8.70162
132.23,149,213.82,422.07,2.33009,3.1,-3.76991,8.43009
132.23,152,67.83,423.39,-0.377382,3,-4.67738,6.12262
132.23,150,293.57,425.49,6.43872,3.1,0.438717,12.5387
132.23,Untracked,95.51,426.74,-0.902807,5.4,-9.90281,11.0972
132.23,155,141.76,427.9,0.697612,3.2,-5.70239,6.89761
132.23,156,249.06,428.06,-4.94756,2.65,-9.44756,0.652438
132.23,154,107.04,429.61,0.277161,3.3,-5.92284,7.07716
132.23,157,384.7,432.71,3.36439,3.45,-3.33561,10.2644
132.23,Untracked,21.91,436.24,2.54204,6.3,-8.45796,16.042
132.23,162,265.98,436.88,5.02167,2.85,-0.178325,11.0217
132.23,Untracked,229.16,440.07,2.75347,5,-6.24653,13.4535
132.23,159,35.95,441.28,0.935349,3.45,-5.76465,7.83535
132.23,Untracked,293.19,442.08,-3.64658,5,-10.3466,8.85342
132.23,153,315.98,442.11,2.27743,4.1,-5.42257,10.5774
132.23,Untracked,329.63,442.23,3.10075,5.95,-6.69925,16.4007
141.67,2,100.49,2.98,1.573,3.9,-4.827,9.973
141.67,3,179.16,5.43,5.10466,2.9,0.204656,10.6047
141.67,4,122.87,6.81,1.00128,3.05,-4.59872,7.00128
141.67,5,297.95,15.1,14.6942,3.05,9.19421,20.6942
141.67,6,157.59,22.82,4.23869,2.8,-0.261309,9.93869
141.67,7,249.36,25.37,5.00281,2.8,0.60281,10.4028
141.67,Untracked,146.88,27.67,6.18368,3.55,1.58368,14.5837
141.67,9,257.55,37.91,-1.73857,2.75,-5.83857,3.76143
141.67,14,59.78,38.16,3.77702,3.1,-2.12298,10.077
141.67,13,104.88,38.06,2.01629,2.9,-3.18371,7.91629
141.67,Untracked,10.52,38.31,-3.09317,5.85,-11.9932,10.5068
141.67,11,213.78,39.35,-1.13334,2.35,-4.43334,3.86666
141.67,12,80.3,39.78,3.21325,3.05,-2.48675,9.41325
141.67,16,5.08,51.47,2.49175,3.35,-4.30825,8.69175
141.67,17,241.98,53.37,-0.274628,2.5,-3.47463,5.32537
141.67,15,30.32,53.96,2.39929,3.2,-3.80071,8.79929
141.67,Untracked,14.51,57.99,1.87465,5.3,-6.62535,13.5746
141.67,20,119.91,59.84,3.0862,2.4,-1.0138,8.1862
141.67,19,230.56,75.25,-6.5566,2,-8.6566,-1.6566
141.67,22,132.07,76.48,-1.52065,1.8,-4.22065,2.77935
141.67,25,253.07,83.28,9.17938,2.1,6.57938,13.9794
141.67,23,346.61,83.76,0.664988,2.75,-4.53501,6.16499
141.67,24,18.01,85.2,5.58232,2.95,-0.0176841,11.4823
141.67,21,299.66,87.86,1.99445,2.7,-2.30555,7.59445
141.67,27,432.2,94.81,8.88121,3,3.38121,15.2812
141.67,Untracked,30.27,96.67,-1.81876,4.85,-9.51876,8.98124
141.67,26,122.36,99.84,-1.50446,1.5,-3.50446,2.39554
141.67,32,113.13,111.14,-0.291967,2.1,-3.59197,4.40803
141.67,33,193.28,111.26,-3.53404,0.8,-4.13404,-0.734044
141.67,28,225.95,111.25,-3.1659,1.2,-4.1659,0.434104
141.67,Untracked,22.49,111.65,-4.44634,5,-12.3463,6.75366
141.67,31,40.37,113.32,-0.0533162,3.1,-5.95332,6.14668
141.67,Untracked,69.57,114.05,1.46278,3.95,-4.53722,10.5628
141.67,29,94.78,116.35,1.55728,2.5,-2.74272,6.75728
141.67,36,135.3,119.38,-10.329,1.7,-12.729,-6.12899
141.67,40,261.89,121.04,-4.17182,1.9,-6.77182,0.228176
141.67,34,72.23,124.91,0.774482,2.85,-4.42552,6.57448
141.67,38,161.76,132.61,-1.12816,1.6,-3.32816,2.67184
141.67,Untracked,268.12,132.6,2.47305,2.15,-0.526954,7.77305
141.67,42,224.07,135.8,-2.3899,1.4,-3.8899,1.3101
141.67,37,105.11,137.21,-0.830812,2.35,-4.83081,4.06919
141.67,41,19.68,138.25,9.50932,3.05,3.70932,15.5093
141.67,46,238.74,140.46,-0.107944,1.75,-2.20794,4.09206
141.67,44,88.98,146.39,0.0447754,2.65,-4.75522,5.34478
141.67,45,211.86,146.22,2.14655,1.4,0.446546,5.54655
141.67,53,48.81,152.47,0.302559,2.85,-4.79744,6.20256
141.67,52,118.52,152.8,1.47966,2.45,-2.62034,6.57966
141.67,Untracked,26.3,152.94,2.74502,4.05,-3.05498,12.745
141.67,49,191.05,153.12,2.0971,1.65,0.0971015,5.8971
141.67,51,333.97,153.32,5.32897,2.35,1.22897,10.429
141.67,56,134.71,156.32,5.67057,2.25,1.97057,10.3706
141.67,50,75.35,160.2,-0.543306,2.75,-5.44331,5.05669
141.67,54,258.37,160.61,3.12841,1.9,0.228412,7.42841
141.67,55,215.19,162.64,0.841835,1.6,-1.35817,4.74183
141.67,48,345.23,163.83,-6.18611,2.6,-10.7861,-0.686111
141.67,Untracked,235.8,167.21,1.27741,2.15,-1.62259,6.67741
141.67,63,64.44,170.91,-1.99281,2.65,-6.09281,3.70719
141.67,57,241.3,174.37,-3.12994,1.95,-6.22994,1.37006
141.67,61,39.19,176,-1.69058,2.45,-4.69058,4.10942
141.67,60,197.02,179.3,-3.50815,2.05,-6.60815,0.991847
141.67,58,213.14,180.26,-1.95016,2,-4.95016,2.54984
141.67,59,26.27,180.78,-1.25496,2.5,-4.55496,4.54504
141.67,62,142.16,182.53,3.78311,2.2,0.0831062,8.68311
141.67,64,249.44,185.18,-5.66105,1.9,-8.26105,-1.16105
141.67,65,7.11,192.29,4.36476,2.85,-0.135236,10.2648
141.67,66,233.15,194.71,2.71948,1.85,0.519481,7.31948
141.67,68,288.7,198.36,-3.28519,1.5,-4.68519,0.814806
141.67,67,207.66,199.6,0.133211,2.05,-3.16679,4.73321
141.67,71,52.01,200.74,-3.5215,1.55,-4.8215,1.3785
141.67,69,103.73,201.31,-0.0746957,2.35,-3.7747,5.2253
141.67,70,267.43,204.5,0.125787,1.4,-1.17421,4.32579
141.67,72,202.13,211,-0.973595,2.15,-4.27359,3.72641
141.67,73,120.2,212.58,1.31643,2.45,-2.98357,6.61643
141.67,74,178.34,219.06,-0.644676,2.2,-4.34468,4.15532
141.67,75,97.26,225.37,-5.92891,2.45,-9.22891,-0.528913
141.67,76,332.72,227.13,-4.1806,2.3,-8.0806,0.919405
141.67,78,313.37,228.13,4.5627,1.95,1.4627,8.9627
141.67,82,189.54,231.5,-2.58627,2.35,-5.78627,2.91373
141.67,80,111.67,233.4,-1.75766,2.55,-6.05766,3.74234
141.67,79,258.14,233.46,-0.104352,1.65,-2.30435,3.89565
141.67,81,6.93,239.27,0.834476,3.15,-4.66552,7.53448
