time,pos_x (micron),pos_y (micron),pH,pH_err
103.89,176.92,140.27,6.572,0.639
103.89,216.34,140.31,6.83,0.611
103.89,275.4,144.44,6.165,0.607
103.89,217.12,145.69,6.286,0.6
103.89,338.89,145.94,5.843,0.589
103.89,15.46,146.62,5.63,0.569
103.89,272.33,149.99,6.08,0.591
103.89,15.9,150.58,5.789,0.586
103.89,438.86,155.65,6.18,0.61
103.89,400.65,156.53,6.595,0.643
103.89,209.3,160.73,6.782,0.626
103.89,150.43,161.11,6.139,0.6
103.89,273.41,161.29,6.033,0.59
103.89,16.77,161.89,5.703,0.581
103.89,167.65,162.46,6.498,0.627
103.89,219.43,162.54,6.69,0.642
103.89,273.69,164.31,5.932,0.592
103.89,273.6,168.7,6.839,0.608
103.89,404.28,169.59,6.561,0.637
103.89,17.24,170.52,6.402,0.611
103.89,274.32,174.8,7.113,1.063
103.89,406.09,175.51,5.97,0.593
103.89,276.85,175.79,6.667,0.646
103.89,292.07,177.86,6.806,0.62
103.89,318.53,179.19,6.517,0.632
103.89,4.92,179.29,5.766,0.584
103.89,152.29,181.4,6.131,0.598
103.89,159.04,182.87,6.772,0.628
103.89,317.52,184.67,6.711,0.639
103.89,307.16,191.83,5.812,0.587
103.89,119.83,192.12,6.722,0.637
103.89,275.41,195.47,6.863,0.601
103.89,44.43,200.09,6.508,0.631
103.89,161.17,200.2,6.372,0.611
103.89,224.59,200.13,6.309,0.604
103.89,413.81,201.92,6.239,0.607
103.89,161.68,204.46,6.602,0.644
103.89,414.58,204.88,6.154,0.603
103.89,260.63,207.3,6.071,0.59
103.89,77.65,211.99,7.077,0.722
103.89,392.33,217.73,6.391,0.612
103.89,44.43,218.94,5.767,0.584
103.89,392.08,221.15,6.204,0.612
103.89,419.29,221.81,6.806,0.619
103.89,44.14,222.1,6.443,0.614
103.89,419.03,225.16,6.786,0.625
103.89,276.06,229.47,6.207,0.611
103.89,313.71,233.3,6.106,0.595
103.89,278.04,237.56,6.246,0.605
103.89,277.19,244.55,6.458,0.617
103.89,425.15,245.73,6.854,0.604
103.89,419.9,249.0,6.484,0.624
103.89,276.98,250.31,6.545,0.635
103.89,379.54,250.86,5.643,0.572
103.89,305.29,251.33,6.84,0.608
103.89,405.07,252.46,6.278,0.599
103.89,231.65,254.78,6.664,0.646
103.89,141.02,255.34,6.637,0.648
103.89,277.24,256.7,6.828,0.612
103.89,429.15,258.54,6.205,0.611
103.89,232.22,259.48,6.947,0.6
103.89,143.51,261.24,6.967,0.611
103.89,261.32,261.2,6.477,0.622
103.89,277.2,261.26,6.037,0.59
103.89,277.77,264.28,6.202,0.612
103.89,277.74,267.19,5.914,0.591
103.89,146.24,268.53,6.526,0.633
103.89,278.56,270.74,6.267,0.599
103.89,347.16,271.92,5.751,0.583
103.89,432.96,272.13,6.081,0.591
103.89,277.69,274.99,6.989,0.62
103.89,71.41,275.51,6.423,0.611
103.89,299.33,284.16,6.864,0.601
103.89,390.79,287.76,6.143,0.601
103.89,278.67,289.42,6.164,0.606
103.89,297.89,290.82,7.073,0.706
103.89,438.79,292.01,6.253,0.602
103.89,273.64,294.45,6.502,0.629
103.89,174.45,295.77,7.079,0.732
103.89,296.52,296.53,6.474,0.621
103.89,296.06,299.36,6.089,0.592
103.89,162.48,299.52,6.931,0.593
103.89,174.99,300.03,6.903,0.597
103.89,220.85,301.45,5.887,0.59
103.89,293.27,311.5,6.309,0.604
103.89,170.84,314.47,6.736,0.635
103.89,280.18,314.88,6.984,0.619
103.89,405.78,317.59,6.04,0.589
103.89,280.49,320.37,6.356,0.61
103.89,405.96,320.59,5.856,0.589
103.89,289.94,322.82,6.976,0.616
103.89,339.59,323.24,6.007,0.592
103.89,247.79,325.61,6.85,0.605
103.89,280.84,326.61,5.961,0.593
103.89,159.19,326.89,7.113,1.058
103.89,312.64,327.59,6.761,0.63
103.89,122.67,328.78,6.385,0.612
103.89,281.2,332.26,6.056,0.59
103.89,281.46,336.38,6.256,0.601
103.89,398.22,336.69,6.264,0.6
103.89,179.87,337.13,6.509,0.631
103.89,400.09,340.0,5.675,0.577
103.89,180.44,340.25,6.738,0.634
103.89,281.34,342.58,6.427,0.611
103.89,165.64,344.45,6.433,0.612
103.89,281.85,344.92,5.841,0.589
103.89,282.19,348.45,5.733,0.582
103.89,182.23,354.53,6.346,0.61
103.89,156.41,354.65,5.918,0.591
103.89,172.08,356.75,6.427,0.611
103.89,166.96,358.78,5.746,0.583
103.89,155.9,359.12,6.113,0.595
103.89,333.76,360.68,6.169,0.608
103.89,282.44,362.48,5.593,0.559
103.89,167.54,363.57,5.216,0.427
103.89,402.09,363.33,5.606,0.563
103.89,220.02,366.89,6.027,0.591
103.89,167.78,367.56,6.054,0.59
103.89,71.24,370.26,6.335,0.609
103.89,109.8,370.01,6.403,0.611
103.89,168.53,371.7,5.995,0.593
103.89,270.11,373.49,5.199,0.423
103.89,413.93,378.9,5.783,0.585
103.89,185.81,379.06,6.883,0.598
103.89,95.37,381.73,6.336,0.609
103.89,297.55,389.59,5.955,0.593
103.89,188.06,393.67,6.12,0.596
103.89,36.47,393.78,5.987,0.593
103.89,426.82,393.82,6.144,0.601
103.89,37.04,401.31,6.4,0.611
103.89,252.58,402.89,5.675,0.577
103.89,293.29,406.21,6.786,0.625
103.89,253.17,406.56,5.234,0.433
103.89,151.64,406.76,6.12,0.596
103.89,41.67,408.12,6.232,0.61
103.89,190.32,408.55,6.208,0.611
103.89,282.83,409.27,5.335,0.471
103.89,412.89,411.06,5.474,0.518
103.89,191.49,414.53,6.122,0.597
103.89,253.86,415.01,6.53,0.634
103.89,291.35,414.92,5.959,0.593
103.89,258.35,416.77,6.73,0.635
103.89,254.88,419.61,6.259,0.6
103.89,172.49,421.25,5.738,0.582
103.89,172.67,424.39,5.408,0.497
103.89,255.34,428.54,5.71,0.581
103.89,71.29,429.28,6.085,0.592
103.89,173.59,433.03,5.784,0.585
103.89,429.1,436.3,6.595,0.643
103.89,257.32,437.11,5.481,0.521
103.89,174.63,438.44,6.113,0.596
103.89,284.22,439.46,5.98,0.593
103.89,257.81,441.02,6.165,0.607
113.34,221.99,3.28,7.215,1.988
113.34,265.82,3.28,5.376,0.486
113.34,366.88,3.83,6.278,0.599
113.34,386.03,4.39,6.594,0.643
113.34,136.2,4.83,5.901,0.591
113.34,2.34,6.14,6.044,0.589
113.34,265.77,5.94,5.491,0.525
113.34,409.27,6.31,6.142,0.601
113.34,265.86,9.32,6.5,0.628
113.34,219.27,10.43,7.107,0.92
113.34,357.04,10.64,6.117,0.596
113.34,369.99,10.5,6.296,0.602
113.34,133.4,11.25,5.876,0.59
113.34,343.45,12.31,5.836,0.588
113.34,218.21,13.85,5.994,0.593
113.34,282.63,15.29,5.862,0.589
113.34,424.26,16.21,6.073,0.59
113.34,374.06,18.5,5.889,0.59
113.34,187.49,18.83,6.003,0.592
113.34,383.62,20.16,6.292,0.601
113.34,216.28,21.13,6.14,0.6
113.34,365.4,24.42,6.281,0.6
113.34,138.0,24.92,5.28,0.45
113.34,283.46,26.6,5.505,0.531
113.34,59.01,27.58,5.413,0.499
113.34,379.58,30.13,5.474,0.518
113.34,411.78,32.1,6.613,0.646
113.34,382.59,33.2,6.116,0.596
113.34,366.97,35.14,5.641,0.571
113.34,201.91,38.83,6.28,0.6
113.34,27.96,38.95,5.804,0.586
113.34,202.49,42.33,5.863,0.589
113.34,267.26,42.73,6.042,0.589
113.34,124.36,46.03,6.236,0.609
113.34,342.96,46.9,5.56,0.549
113.34,207.18,51.95,7.545,3.602
113.34,267.82,53.49,6.177,0.609
113.34,129.2,56.47,6.052,0.59
113.34,205.68,58.18,6.144,0.601
113.34,415.16,59.91,6.14,0.6
113.34,7.95,59.98,5.796,0.586
113.34,183.83,62.96,5.932,0.592
113.34,73.45,63.49,5.856,0.589
113.34,277.35,64.64,6.224,0.61
113.34,183.51,67.25,6.343,0.61
113.34,285.51,67.25,5.542,0.543
113.34,353.87,67.5,6.373,0.611
113.34,136.36,68.15,5.866,0.589
113.34,376.92,68.05,5.888,0.59
113.34,74.33,70.01,5.88,0.59
113.34,183.25,71.28,5.71,0.581
113.34,286.1,72.69,6.22,0.61
113.34,375.64,72.98,6.245,0.605
113.34,273.22,73.96,5.427,0.504
113.34,94.78,74.65,5.98,0.593
113.34,401.25,75.58,5.868,0.589
113.34,434.21,75.91,6.234,0.609
113.34,376.55,77.68,6.189,0.611
113.34,199.15,79.19,6.61,0.645
113.34,103.65,79.39,5.746,0.583
113.34,9.46,79.79,5.309,0.462
113.34,269.22,82.46,5.542,0.543
113.34,269.38,86.15,5.275,0.448
113.34,10.13,86.64,5.88,0.59
113.34,165.32,86.78,6.064,0.59
113.34,335.67,86.86,6.727,0.636
113.34,181.05,88.92,6.869,0.599
113.34,269.47,89.33,6.139,0.6
113.34,10.42,89.48,6.129,0.598
113.34,124.24,90.52,6.245,0.605
113.34,273.79,91.79,6.177,0.609
113.34,10.7,94.04,6.438,0.613
113.34,368.89,94.45,6.641,0.648
113.34,410.3,94.83,5.972,0.593
113.34,203.48,96.68,7.119,1.155
113.34,144.72,97.07,6.703,0.641
113.34,10.85,98.0,6.138,0.6
113.34,137.44,98.51,7.061,0.683
113.34,140.64,98.81,6.873,0.598
113.34,269.87,99.47,6.351,0.61
113.34,143.63,101.06,6.958,0.605
113.34,204.2,101.84,7.083,0.757
113.34,211.59,108.35,6.4,0.611
113.34,421.6,108.82,6.501,0.629
113.34,161.66,110.74,6.73,0.636
113.34,274.32,111.48,6.002,0.592
113.34,204.93,111.75,6.815,0.616
113.34,377.91,112.32,6.297,0.602
113.34,421.79,112.08,6.568,0.639
113.34,418.92,112.96,5.89,0.59
113.34,387.71,114.41,6.261,0.6
113.34,179.0,116.99,7.114,1.087
113.34,288.51,116.83,6.941,0.597
113.34,274.71,120.91,5.672,0.577
113.34,181.35,121.25,6.668,0.646
113.34,271.17,123.02,6.176,0.609
113.34,359.93,127.16,6.488,0.625
113.34,426.37,128.07,5.99,0.593
113.34,423.63,128.25,5.961,0.593
113.34,196.38,129.41,6.659,0.647
113.34,367.84,130.07,6.22,0.61
113.34,97.44,131.11,6.44,0.613
113.34,271.94,139.12,6.032,0.59
113.34,395.53,139.64,6.161,0.605
113.34,176.98,140.01,6.722,0.637
113.34,216.34,140.21,6.886,0.598
113.34,275.33,144.33,6.234,0.609
113.34,217.16,145.56,5.83,0.588
113.34,338.83,145.82,6.232,0.61
113.34,15.51,146.38,5.208,0.425
113.34,272.27,149.87,6.278,0.599
113.34,15.95,150.38,5.446,0.51
113.34,438.78,155.52,6.175,0.609
113.34,400.54,156.33,6.408,0.611
113.34,209.37,160.48,6.628,0.647
113.34,150.44,160.96,6.27,0.599
113.34,273.28,161.15,5.8,0.586
113.34,16.83,161.67,5.959,0.593
113.34,167.7,162.27,6.099,0.594
113.34,219.44,162.34,6.364,0.611
113.34,273.57,164.25,5.976,0.593
113.34,273.47,168.64,6.594,0.643
113.34,404.24,169.43,6.446,0.614
113.34,17.31,170.47,6.326,0.608
113.34,274.18,174.75,6.87,0.599
113.34,406.01,175.35,5.891,0.59
113.34,276.74,175.62,6.513,0.632
113.34,292.03,177.81,6.459,0.618
113.34,4.97,179.11,5.558,0.548
113.34,318.54,179.14,6.848,0.606
113.34,152.34,181.22,6.213,0.61
113.34,159.09,182.7,6.851,0.605
113.34,317.51,184.58,6.507,0.63
113.34,307.08,191.63,6.012,0.592
113.34,119.91,191.95,6.309,0.604
113.34,275.33,195.4,6.37,0.611
113.34,44.52,199.94,6.117,0.596
113.34,161.25,200.08,6.813,0.617
113.34,224.58,199.97,6.129,0.598
113.34,413.76,201.71,6.84,0.608
113.34,161.76,204.22,6.689,0.643
113.34,414.49,204.77,6.614,0.646
113.34,260.59,207.17,5.827,0.588
113.34,77.72,211.76,6.815,0.616
113.34,392.31,217.67,6.076,0.591
113.34,44.49,218.74,6.134,0.599
113.34,391.96,221.08,6.649,0.647
113.34,44.17,221.99,6.361,0.611
113.34,419.19,221.68,6.53,0.634
113.34,418.97,225.11,6.618,0.646
113.34,275.95,229.42,6.6,0.644
113.34,313.63,233.22,6.156,0.604
113.34,277.99,237.54,6.645,0.648
113.34,277.04,244.52,6.624,0.647
113.34,425.02,245.76,6.597,0.643
113.34,419.82,248.98,6.424,0.611
113.34,276.88,250.27,6.27,0.599
113.34,379.44,250.86,6.069,0.59
113.34,305.23,251.31,6.783,0.626
113.34,404.79,252.35,6.322,0.607
113.34,231.53,254.75,6.331,0.608
113.34,141.01,255.3,6.606,0.645
113.34,277.15,256.69,6.904,0.597
113.34,429.07,258.52,6.166,0.607
113.34,232.19,259.4,7.111,1.007
113.34,143.48,261.15,6.93,0.593
113.34,261.25,261.17,6.802,0.621
113.34,277.13,261.17,6.201,0.612
113.34,277.66,264.25,5.78,0.585
113.34,277.62,267.13,6.385,0.612
113.34,146.26,268.45,6.688,0.643
113.34,278.38,270.68,6.362,0.611
113.34,347.04,271.88,5.512,0.533
113.34,432.86,272.12,5.887,0.59
113.34,277.59,274.97,6.953,0.602
113.34,71.39,275.4,5.683,0.579
113.34,299.24,284.16,6.919,0.596
113.34,390.7,287.78,5.691,0.58
113.34,278.56,289.41,6.231,0.61
113.34,297.89,290.33,6.833,0.61
113.34,438.63,291.95,6.785,0.625
113.34,273.67,294.45,6.364,0.611
113.34,174.45,295.73,7.038,0.659
113.34,296.47,296.51,6.458,0.617
113.34,162.48,299.48,6.89,0.598
113.34,296.03,299.33,6.213,0.61
113.34,174.98,299.92,6.938,0.596
113.34,220.86,301.41,6.235,0.609
113.34,293.08,311.46,6.252,0.603
113.34,170.85,314.47,6.753,0.632
113.34,280.06,314.8,6.349,0.61
113.34,405.68,317.59,6.274,0.599
113.34,280.39,320.31,6.574,0.64
113.34,405.89,320.57,6.257,0.601
113.34,289.79,322.76,6.932,0.593
113.34,339.54,323.24,6.364,0.611
113.34,247.69,325.64,6.756,0.631
113.34,280.74,326.53,6.376,0.611
113.34,159.16,326.85,6.863,0.601
113.34,312.53,327.52,7.07,0.697
113.34,122.76,328.81,6.751,0.632
113.34,281.11,332.24,6.3,0.602
113.34,281.42,336.39,6.222,0.61
113.34,398.18,336.7,6.515,0.632
113.34,180.46,340.19,6.489,0.625
113.34,400.0,339.99,5.783,0.585
113.34,281.23,342.62,6.441,0.613
113.34,165.6,344.44,6.42,0.61
113.34,282.1,348.44,6.308,0.604
113.34,182.22,354.48,6.606,0.645
113.34,156.44,354.62,6.174,0.609
113.34,172.04,356.67,6.641,0.648
113.34,166.96,358.76,5.883,0.59
113.34,155.89,359.11,6.318,0.606
113.34,333.63,360.72,5.639,0.571
113.34,282.33,362.47,5.256,0.44
113.34,167.51,363.57,5.576,0.553
113.34,402.01,363.34,5.646,0.573
113.34,219.99,366.88,5.777,0.585
113.34,167.74,367.52,6.081,0.591
113.34,71.25,370.24,6.29,0.601
113.34,109.84,369.99,6.268,0.599
113.34,168.48,371.71,6.036,0.59
113.34,269.78,373.3,5.87,0.589
113.34,413.86,378.87,6.08,0.591
113.34,185.85,379.06,6.767,0.629
113.34,95.58,381.64,5.659,0.576
113.34,297.46,389.55,5.994,0.593
113.34,188.08,393.66,5.747,0.583
113.34,36.49,393.74,6.608,0.645
113.34,426.72,393.79,5.922,0.591
113.34,37.08,401.22,6.56,0.637
113.34,252.49,402.92,5.987,0.593
113.34,293.21,406.17,6.921,0.595
113.34,253.1,406.51,6.055,0.59
113.34,151.61,406.72,6.119,0.596
113.34,41.69,408.16,6.32,0.607
113.34,190.41,408.55,6.335,0.609
113.34,282.75,409.21,5.155,0.411
113.34,412.8,411.04,5.691,0.58
113.34,191.51,414.46,5.895,0.591
113.34,253.79,415.01,6.639,0.648
113.34,291.3,414.93,5.826,0.588
113.34,258.24,416.78,6.647,0.647
113.34,254.77,419.54,6.129,0.598
113.34,172.39,421.23,5.521,0.536
113.34,172.57,424.31,5.798,0.586
113.34,172.95,426.78,5.62,0.567
113.34,255.27,428.6,5.55,0.546
113.34,71.35,429.26,6.027,0.591
113.34,173.47,432.95,5.768,0.584
113.34,429.04,436.3,6.435,0.612
113.34,257.22,437.12,5.943,0.593
113.34,174.48,438.48,6.178,0.61
113.34,284.17,439.48,5.535,0.54
113.34,257.74,441.07,6.427,0.611
122.78,265.7,3.03,5.254,0.439
122.78,221.95,3.16,7.11,0.992
122.78,366.82,3.64,5.923,0.591
122.78,385.94,4.17,6.413,0.61
122.78,136.13,4.8,5.606,0.563
122.78,265.63,5.7,5.633,0.57
122.78,2.26,6.09,6.259,0.6
122.78,409.19,6.04,6.606,0.645
122.78,265.76,9.07,6.06,0.59
122.78,369.9,10.24,6.22,0.61
122.78,219.25,10.3,7.013,0.635
122.78,356.98,10.43,5.96,0.593
122.78,133.28,11.19,6.217,0.61
122.78,343.36,12.16,5.928,0.592
122.78,218.21,13.69,5.988,0.593
122.78,282.58,15.07,5.945,0.593
122.78,424.18,15.99,6.21,0.611
122.78,374.01,18.33,5.995,0.593
122.78,187.41,18.68,5.412,0.499
122.78,383.56,19.95,6.093,0.593
122.78,216.22,21.0,6.477,0.622
122.78,365.31,24.21,6.255,0.602
122.78,137.95,24.77,5.077,0.395
122.78,283.39,26.37,6.173,0.609
122.78,58.99,27.49,5.332,0.47
122.78,379.47,29.93,6.102,0.595
122.78,411.71,31.87,6.097,0.594
122.78,382.48,33.09,5.877,0.59
122.78,366.92,34.9,6.221,0.61
122.78,201.85,38.88,6.27,0.599
122.78,27.85,38.93,5.698,0.581
122.78,202.45,42.26,5.335,0.471
122.78,267.18,42.54,5.945,0.593
122.78,124.25,46.0,6.135,0.599
122.78,342.9,46.69,6.227,0.61
122.78,207.15,51.83,7.156,1.47
122.78,267.72,53.27,6.235,0.609
122.78,129.18,56.33,5.547,0.544
122.78,205.6,58.13,6.341,0.61
122.78,7.85,59.9,5.727,0.582
122.78,415.1,59.71,5.869,0.589
122.78,183.76,62.81,6.133,0.599
122.78,73.34,63.35,5.841,0.588
122.78,277.28,64.42,6.167,0.607
122.78,183.41,67.18,6.293,0.601
122.78,285.43,67.06,5.777,0.585
122.78,353.84,67.3,5.611,0.565
122.78,376.88,67.87,5.851,0.589
122.78,136.26,68.06,6.242,0.606
122.78,74.31,69.91,5.571,0.552
122.78,183.18,71.2,5.57,0.552
122.78,286.07,72.5,5.904,0.591
122.78,375.55,72.77,6.272,0.599
122.78,273.17,73.79,5.296,0.457
122.78,94.72,74.61,6.014,0.592
122.78,401.18,75.41,6.121,0.597
122.78,434.21,75.74,6.081,0.591
122.78,376.5,77.51,6.713,0.639
122.78,103.56,79.3,6.054,0.59
122.78,199.05,79.15,6.184,0.611
122.78,9.37,79.7,5.445,0.509
122.78,269.13,82.23,5.925,0.592
122.78,269.28,85.96,5.954,0.593
122.78,10.05,86.56,5.456,0.512
122.78,165.22,86.66,6.481,0.623
122.78,335.61,86.64,6.265,0.599
122.78,180.96,88.83,6.707,0.64
122.78,269.34,89.19,6.161,0.605
122.78,10.34,89.39,6.053,0.59
122.78,124.17,90.41,6.217,0.61
122.78,273.71,91.61,5.863,0.589
122.78,10.6,94.02,6.704,0.64
122.78,368.84,94.21,6.767,0.629
122.78,410.28,94.63,5.851,0.589
122.78,203.43,96.59,7.109,0.96
122.78,144.64,96.98,6.818,0.615
122.78,10.78,97.97,6.216,0.61
122.78,137.35,98.45,6.956,0.603
122.78,140.36,98.64,6.64,0.648
122.78,269.77,99.25,6.42,0.61
122.78,143.49,100.94,6.658,0.647
122.78,204.05,101.08,6.942,0.598
122.78,211.53,108.24,6.494,0.626
122.78,421.38,108.64,6.347,0.61
122.78,161.6,110.7,6.578,0.64
122.78,274.27,111.27,5.975,0.593
122.78,204.87,111.68,6.835,0.609
122.78,421.77,111.88,6.698,0.641
122.78,377.83,112.18,6.207,0.611
122.78,418.87,112.74,6.098,0.594
122.78,387.63,114.26,6.504,0.63
122.78,288.44,116.57,6.938,0.596
122.78,178.94,116.84,7.076,0.719
122.78,274.69,120.74,6.08,0.591
122.78,181.3,121.24,6.333,0.609
122.78,271.02,122.81,6.606,0.645
122.78,359.83,126.94,6.5,0.628
122.78,423.57,128.06,5.404,0.496
122.78,426.25,127.84,6.07,0.59
122.78,196.3,129.38,6.73,0.635
122.78,367.81,129.87,6.058,0.59
122.78,97.38,131.01,6.677,0.644
122.78,271.83,138.96,6.54,0.634
122.78,395.46,139.44,6.298,0.602
122.78,176.85,139.98,6.314,0.605
122.78,216.28,140.08,6.933,0.594
122.78,275.35,144.16,6.235,0.609
122.78,217.09,145.4,6.144,0.601
122.78,338.74,145.56,5.64,0.571
122.78,15.39,146.33,5.38,0.487
122.78,272.17,149.66,6.326,0.608
122.78,15.84,150.35,6.016,0.592
122.78,438.72,155.29,5.962,0.593
122.78,400.49,156.2,6.406,0.611
122.78,209.28,160.45,6.555,0.636
122.78,150.4,160.88,6.183,0.611
122.78,273.19,160.99,6.26,0.6
122.78,16.75,161.56,5.505,0.531
122.78,167.63,162.17,6.36,0.61
122.78,219.39,162.23,6.633,0.647
122.78,273.47,164.05,6.695,0.642
122.78,273.45,168.47,6.699,0.641
122.78,404.16,169.28,6.285,0.6
122.78,17.18,170.4,6.258,0.601
122.78,274.06,174.47,6.744,0.633
122.78,405.92,175.16,6.068,0.59
122.78,276.68,175.49,6.331,0.608
122.78,291.96,177.57,6.654,0.647
122.78,4.89,179.04,5.823,0.587
122.78,318.46,178.9,6.695,0.642
122.78,152.26,181.09,6.089,0.592
122.78,159.02,182.68,6.819,0.615
122.78,317.46,184.33,6.824,0.613
122.78,307.04,191.41,6.006,0.592
122.78,119.87,191.86,6.513,0.632
122.78,275.2,195.25,6.834,0.61
122.78,44.42,199.76,6.716,0.638
122.78,224.47,199.75,6.234,0.609
122.78,161.15,200.02,6.523,0.633
122.78,413.68,201.51,6.841,0.608
122.78,161.65,204.14,6.358,0.61
122.78,414.38,204.52,7.009,0.632
122.78,260.45,206.96,6.233,0.609
122.78,77.68,211.79,6.881,0.598
122.78,392.19,217.44,6.206,0.611
122.78,44.41,218.68,6.285,0.6
122.78,391.9,220.93,6.711,0.639
122.78,419.11,221.5,6.346,0.61
122.78,44.08,221.87,6.043,0.589
122.78,418.87,225.07,6.221,0.61
122.78,275.85,229.33,6.745,0.633
122.78,313.59,233.19,6.167,0.607
122.78,277.91,237.44,7.073,0.706
122.78,277.0,244.44,6.285,0.6
122.78,425.04,245.68,7.019,0.641
122.78,419.76,248.89,6.353,0.61
122.78,276.81,250.22,5.999,0.593
122.78,379.41,250.76,6.095,0.593
122.78,305.19,251.2,7.109,0.962
122.78,404.89,252.35,6.465,0.619
122.78,231.51,254.67,6.663,0.646
122.78,141.03,255.27,6.7,0.641
122.78,277.09,256.58,6.646,0.648
122.78,429.04,258.38,6.196,0.612
122.78,232.08,259.36,6.755,0.631
122.78,143.45,261.02,6.707,0.64
122.78,261.18,261.11,6.394,0.612
122.78,277.05,261.13,5.936,0.592
122.78,277.64,264.15,5.72,0.581
122.78,277.55,267.03,6.223,0.61
122.78,146.2,268.3,6.421,0.611
122.78,278.45,270.6,6.166,0.607
122.78,347.04,271.8,5.937,0.592
122.78,432.81,272.01,6.159,0.605
122.78,277.55,274.9,6.903,0.597
122.78,71.33,275.23,5.703,0.581
122.78,299.18,284.11,6.754,0.632
122.78,390.61,287.68,6.163,0.606
122.78,278.52,289.3,6.331,0.608
122.78,297.84,290.13,6.735,0.635
122.78,438.61,291.91,6.849,0.606
122.78,273.59,294.25,6.392,0.612
122.78,174.38,295.64,7.121,1.187
122.78,296.43,296.44,6.179,0.61
122.78,162.48,299.33,6.759,0.631
122.78,295.93,299.25,6.398,0.611
122.78,174.97,299.93,6.913,0.597
122.78,220.78,301.3,6.059,0.59
122.78,293.07,311.38,6.106,0.595
122.78,170.81,314.34,6.893,0.598
122.78,280.08,314.81,6.75,0.632
122.78,405.59,317.53,6.622,0.646
122.78,280.34,320.22,6.372,0.611
122.78,405.88,320.48,6.255,0.602
122.78,289.79,322.68,7.084,0.76
122.78,339.49,323.19,6.237,0.608
122.78,247.65,325.5,6.883,0.598
122.78,280.74,326.47,6.214,0.61
122.78,159.15,326.72,6.775,0.627
122.78,312.52,327.5,7.055,0.677
122.78,122.66,328.62,6.669,0.645
122.78,281.02,332.19,6.272,0.599
122.78,281.38,336.34,6.313,0.605
122.78,398.08,336.6,6.476,0.622
122.78,399.97,339.89,5.953,0.593
122.78,180.35,340.06,6.741,0.634
122.78,281.19,342.5,6.241,0.607
122.78,165.57,344.27,6.209,0.611
122.78,282.1,348.34,6.233,0.61
122.78,156.4,354.51,5.96,0.593
122.78,182.19,354.4,6.791,0.624
122.78,172.02,356.52,6.234,0.609
122.78,166.9,358.6,5.748,0.583
122.78,155.86,358.97,6.054,0.59
122.78,333.62,360.63,6.439,0.613
122.78,282.3,362.38,5.541,0.542
122.78,167.49,363.38,5.601,0.562
122.78,401.93,363.29,5.278,0.449
122.78,219.93,366.73,5.884,0.59
122.78,167.73,367.39,6.141,0.6
122.78,109.77,369.78,6.641,0.648
122.78,71.22,370.13,6.727,0.636
122.78,168.47,371.55,6.042,0.589
122.78,269.71,373.08,5.419,0.501
122.78,185.79,378.86,6.516,0.632
122.78,413.81,378.76,6.086,0.592
122.78,95.5,381.5,6.469,0.62
122.78,297.4,389.5,6.102,0.595
122.78,36.47,393.55,6.439,0.613
122.78,188.01,393.55,6.271,0.599
122.78,426.65,393.72,6.109,0.595
122.78,37.03,401.13,6.668,0.646
122.78,252.44,402.8,5.879,0.59
122.78,293.2,406.12,6.463,0.619
122.78,151.62,406.51,6.234,0.609
122.78,253.05,406.44,6.217,0.61
122.78,41.63,407.98,6.187,0.611
122.78,190.26,408.07,6.302,0.603
122.78,282.69,409.15,5.293,0.455
122.78,412.74,410.99,5.56,0.549
122.78,191.47,414.37,5.821,0.587
122.78,253.73,414.89,6.603,0.644
122.78,291.22,414.82,6.225,0.61
122.78,258.24,416.56,6.555,0.636
122.78,254.78,419.46,5.984,0.593
122.78,172.36,421.06,5.142,0.408
122.78,172.53,424.18,5.758,0.583
122.78,255.21,428.48,5.691,0.58
122.78,71.26,429.14,6.165,0.607
122.78,173.45,432.81,5.491,0.525
122.78,428.99,436.22,6.221,0.61
122.78,257.17,437.08,5.678,0.578
122.78,174.44,438.27,5.971,0.593
122.78,284.14,439.36,5.61,0.564
122.78,257.75,440.96,6.004,0.592
132.23,221.84,2.93,7.139,1.342
132.23,265.69,2.92,5.476,0.519
132.23,366.73,3.47,6.135,0.599
132.23,385.86,3.97,5.992,0.593
132.23,136.05,4.65,5.82,0.587
132.23,265.59,5.53,5.616,0.566
132.23,2.19,5.94,6.148,0.602
132.23,409.17,5.87,6.206,0.611
132.23,265.71,8.88,6.251,0.603
132.23,369.81,10.01,6.402,0.611
132.23,356.85,10.26,5.943,0.593
132.23,133.17,11.04,6.388,0.612
132.23,343.29,11.95,5.906,0.591
132.23,218.09,13.62,6.189,0.611
132.23,282.52,14.89,5.863,0.589
132.23,424.11,15.82,5.804,0.586
132.23,373.9,18.15,5.99,0.593
132.23,187.3,18.55,5.832,0.588
132.23,383.53,19.75,6.413,0.61
132.23,216.13,20.93,5.971,0.593
132.23,365.25,23.88,6.33,0.608
132.23,137.84,24.67,5.407,0.497
132.23,283.34,26.23,6.4,0.611
132.23,58.86,27.39,6.057,0.59
132.23,379.38,29.74,6.204,0.611
132.23,411.65,31.72,6.167,0.607
