time,pos_x (micron),pos_y (micron),pH,pH_err
160.56,211.31,108.03,6.549,0.635
160.56,421.36,108.3,6.234,0.609
160.56,161.36,110.42,6.672,0.645
160.56,274.1,110.83,5.812,0.587
160.56,204.7,111.43,6.54,0.634
160.56,421.63,111.45,6.29,0.601
160.56,377.7,111.74,5.997,0.593
160.56,418.73,112.32,5.627,0.568
160.56,387.48,113.77,6.781,0.626
160.56,288.31,116.12,6.744,0.633
160.56,178.67,116.68,7.015,0.637
160.56,274.55,120.25,6.266,0.599
160.56,181.06,121.01,6.512,0.632
160.56,270.9,122.34,6.957,0.604
160.56,359.67,126.48,6.403,0.611
160.56,426.12,127.37,5.848,0.589
160.56,423.38,127.62,5.677,0.578
160.56,196.07,129.09,6.59,0.642
160.56,367.65,129.37,6.296,0.602
160.56,97.13,130.76,6.089,0.592
160.56,271.65,138.53,6.225,0.61
160.56,395.32,138.99,6.143,0.601
160.56,176.64,139.74,6.489,0.625
160.56,216.03,139.83,6.977,0.617
160.56,275.13,143.79,6.085,0.592
160.56,338.61,145.09,6.16,0.605
160.56,216.81,145.18,6.183,0.611
160.56,15.17,146.06,5.763,0.584
160.56,272.0,149.28,5.971,0.593
160.56,15.6,150.1,6.124,0.597
160.56,438.54,154.85,5.896,0.591
160.56,400.33,155.73,6.322,0.607
160.56,209.01,160.14,6.8,0.621
160.56,150.08,160.64,6.108,0.595
160.56,272.96,160.57,6.099,0.594
160.56,16.49,161.35,6.263,0.6
160.56,167.32,161.96,6.291,0.601
160.56,219.16,161.89,6.224,0.61
160.56,273.25,163.63,5.942,0.593
160.56,273.19,168.02,6.494,0.626
160.56,404.04,168.79,6.491,0.625
160.56,16.99,170.12,6.177,0.609
160.56,273.82,174.04,6.774,0.628
160.56,405.79,174.7,5.996,0.593
160.56,276.54,174.96,6.36,0.61
160.56,291.82,177.15,6.689,0.643
160.56,318.3,178.41,6.609,0.645
160.56,4.64,178.78,6.105,0.595
160.56,151.99,180.93,6.143,0.601
160.56,158.76,182.36,6.768,0.629
160.56,317.28,183.9,6.59,0.642
160.56,306.92,190.96,6.209,0.611
160.56,119.57,191.63,6.002,0.592
160.56,275.01,194.73,6.957,0.604
160.56,44.21,199.46,6.849,0.606
160.56,224.31,199.4,6.33,0.608
160.56,160.87,199.72,6.49,0.625
160.56,413.5,201.07,7.083,0.755
160.56,161.37,203.84,6.214,0.61
160.56,414.3,204.11,6.95,0.601
160.56,260.35,206.51,6.174,0.609
160.56,76.95,211.46,7.197,1.827
160.56,392.02,216.98,6.675,0.645
160.56,44.18,218.4,6.75,0.632
160.56,418.69,224.54,6.891,0.598
160.56,275.64,228.78,6.425,0.611
160.56,313.48,232.67,5.931,0.592
160.56,277.72,236.92,6.946,0.599
160.56,276.86,243.91,6.272,0.599
160.56,424.81,245.14,6.539,0.634
160.56,419.64,248.32,7.177,1.625
160.56,276.7,249.65,6.298,0.602
160.56,379.25,250.26,6.228,0.61
160.56,304.98,250.7,6.842,0.608
160.56,404.76,251.89,6.595,0.643
160.56,231.35,254.11,6.867,0.6
160.56,140.7,254.71,6.637,0.648
160.56,276.92,256.05,7.029,0.649
160.56,428.85,257.88,6.437,0.612
160.56,231.96,258.75,6.452,0.616
160.56,143.22,260.66,6.581,0.641
160.56,261.04,260.6,6.758,0.631
160.56,276.93,260.53,5.617,0.566
160.56,277.47,263.56,6.027,0.591
160.56,277.41,266.51,6.166,0.607
160.56,145.91,267.91,6.757,0.631
160.56,278.14,270.07,6.356,0.61
160.56,346.85,271.36,6.104,0.595
160.56,432.62,271.51,6.221,0.61
160.56,277.41,274.37,6.821,0.614
160.56,71.07,274.83,6.2,0.612
160.56,299.03,283.53,6.97,0.613
160.56,390.5,287.16,5.476,0.519
160.56,278.36,288.71,5.947,0.593
160.56,297.68,289.63,6.772,0.628
160.56,438.5,291.35,6.619,0.646
160.56,273.48,293.68,6.595,0.643
160.56,174.19,295.2,7.105,0.903
160.56,296.18,295.91,6.648,0.647
160.56,295.77,298.72,6.517,0.632
160.56,162.1,298.98,6.713,0.639
160.56,174.7,299.42,6.831,0.611
160.56,220.53,300.9,6.166,0.607
160.56,292.67,310.8,6.124,0.597
160.56,170.57,313.94,6.899,0.598
160.56,279.95,314.26,6.66,0.646
160.56,405.47,316.98,6.18,0.61
160.56,280.18,319.76,6.505,0.63
160.56,405.66,320.0,6.371,0.611
160.56,289.07,321.98,7.025,0.646
160.56,339.35,322.58,6.112,0.595
160.56,247.49,324.96,6.655,0.647
160.56,280.59,325.88,6.029,0.591
160.56,158.9,326.34,6.865,0.601
160.56,312.32,327.07,6.904,0.597
160.56,122.42,328.29,6.279,0.6
160.56,280.9,331.61,6.577,0.64
160.56,281.2,335.76,6.155,0.604
160.56,397.98,336.09,6.232,0.61
160.56,399.81,339.31,5.465,0.515
160.56,180.05,339.68,7.005,0.629
160.56,281.06,342.04,6.385,0.612
160.56,165.25,343.89,6.209,0.611
160.56,281.97,347.78,5.874,0.59
160.56,156.08,354.11,6.355,0.61
160.56,181.96,353.95,6.703,0.641
160.56,171.77,356.21,6.595,0.643
160.56,166.54,358.24,5.625,0.568
160.56,155.58,358.57,6.201,0.612
160.56,333.47,360.09,5.994,0.593
160.56,282.14,361.87,6.079,0.591
160.56,401.81,362.72,5.738,0.582
160.56,167.06,363.0,5.687,0.58
160.56,219.75,366.34,5.568,0.551
160.56,167.31,367.04,6.125,0.597
160.56,109.5,369.48,5.992,0.593
160.56,70.94,369.74,6.256,0.601
160.56,168.07,371.22,6.096,0.594
160.56,268.68,372.73,5.975,0.593
160.56,413.7,378.23,5.953,0.593
160.56,185.49,378.52,6.883,0.598
160.56,95.32,381.08,5.74,0.582
160.56,297.28,388.95,5.985,0.593
160.56,36.17,393.22,6.561,0.637
160.56,187.74,393.16,6.195,0.612
160.56,426.51,393.16,5.97,0.593
160.56,36.76,400.75,6.496,0.627
160.56,252.26,402.32,6.009,0.592
160.56,293.01,405.59,6.508,0.631
160.56,252.87,405.93,5.821,0.587
160.56,151.32,406.15,6.089,0.592
160.56,41.41,407.67,6.165,0.606
160.56,189.96,407.69,6.237,0.608
160.56,282.58,408.62,5.686,0.579
160.56,412.59,410.39,5.679,0.578
160.56,191.24,413.96,5.49,0.525
160.56,291.08,414.27,6.316,0.606
160.56,253.58,414.41,6.572,0.639
160.56,258.1,416.17,6.593,0.643
160.56,254.62,418.94,6.199,0.612
160.56,171.93,420.68,5.76,0.584
160.56,172.03,423.78,5.902,0.591
160.56,255.07,427.96,6.027,0.591
160.56,71.02,428.73,6.133,0.599
160.56,172.95,432.44,5.97,0.593
160.56,428.84,435.68,6.271,0.599
160.56,257.08,436.57,5.534,0.54
160.56,173.9,438.01,6.38,0.612
160.56,283.96,438.91,5.422,0.503
160.56,257.57,440.53,6.33,0.608
170.01,265.51,2.72,5.895,0.591
170.01,366.75,3.35,6.491,0.625
170.01,385.81,3.82,6.857,0.603
170.01,135.99,4.46,5.634,0.57
170.01,265.5,5.39,5.39,0.491
170.01,2.12,5.75,6.234,0.609
170.01,409.06,5.69,6.698,0.641
170.01,265.57,8.81,6.167,0.607
170.01,219.06,10.01,7.233,2.139
170.01,356.87,10.12,6.418,0.61
170.01,369.8,10.01,6.461,0.618
170.01,133.1,10.89,6.144,0.601
170.01,343.2,11.75,6.145,0.601
170.01,218.11,13.43,6.715,0.638
170.01,282.47,14.71,5.939,0.593
170.01,424.1,15.69,5.87,0.589
170.01,373.86,18.02,6.301,0.602
170.01,187.27,18.4,6.039,0.589
170.01,383.46,19.53,6.62,0.646
170.01,216.1,20.8,6.163,0.606
170.01,365.25,23.92,6.929,0.593
170.01,137.83,24.52,5.438,0.508
170.01,283.34,26.05,6.243,0.606
170.01,58.78,27.18,6.384,0.612
170.01,379.37,29.58,5.786,0.585
170.01,411.53,31.57,6.383,0.612
170.01,382.44,32.65,6.219,0.61
170.01,366.79,34.6,6.299,0.602
170.01,27.72,38.61,6.065,0.59
170.01,201.82,38.81,6.251,0.603
170.01,202.27,41.93,5.709,0.581
170.01,266.96,42.24,6.354,0.61
170.01,124.13,45.76,6.456,0.617
170.01,342.77,46.37,6.21,0.611
170.01,267.55,52.95,6.436,0.612
170.01,129.08,56.08,6.541,0.634
170.01,205.45,57.83,6.18,0.61
170.01,415.01,59.38,6.224,0.61
170.01,7.69,59.63,5.979,0.593
170.01,183.64,62.58,6.245,0.605
170.01,73.18,63.11,6.168,0.607
170.01,277.14,64.14,6.185,0.611
170.01,183.31,66.92,6.892,0.598
170.01,285.31,66.7,6.261,0.6
170.01,353.71,67.05,5.724,0.581
170.01,376.76,67.55,6.187,0.611
170.01,136.12,67.83,6.103,0.595
170.01,74.14,69.65,6.072,0.59
170.01,183.04,70.96,5.602,0.562
170.01,285.95,72.13,6.924,0.595
170.01,375.49,72.42,6.257,0.601
170.01,273.04,73.42,5.605,0.563
170.01,94.53,74.34,6.244,0.606
170.01,401.11,75.1,5.805,0.586
170.01,434.08,75.36,6.467,0.62
170.01,376.36,77.11,6.657,0.647
170.01,198.89,78.93,6.359,0.61
170.01,103.38,79.05,6.479,0.623
170.01,9.21,79.41,5.425,0.504
170.01,268.95,81.91,6.162,0.606
170.01,269.08,85.64,6.008,0.592
170.01,9.88,86.29,5.899,0.591
170.01,335.52,86.35,6.926,0.594
170.01,165.08,86.43,6.275,0.599
170.01,180.66,88.8,6.94,0.597
170.01,269.18,88.86,6.236,0.609
170.01,10.16,89.13,6.183,0.611
170.01,124.06,90.22,6.31,0.604
170.01,273.58,91.24,6.128,0.598
170.01,10.46,93.76,6.448,0.615
170.01,368.78,93.92,6.339,0.61
170.01,410.17,94.3,6.104,0.595
170.01,203.22,96.33,7.147,1.403
170.01,144.47,96.75,6.932,0.594
170.01,10.59,97.69,6.578,0.64
170.01,137.2,98.15,7.069,0.692
170.01,140.48,98.59,6.838,0.609
170.01,269.6,98.98,6.37,0.611
170.01,143.34,100.69,7.172,1.587
170.01,203.92,101.09,7.09,0.795
170.01,211.37,107.97,6.933,0.594
170.01,421.43,108.28,6.303,0.603
170.01,161.4,110.43,7.01,0.632
170.01,274.1,110.98,5.99,0.593
170.01,204.75,111.38,6.797,0.622
170.01,421.62,111.58,6.724,0.637
170.01,377.7,111.84,6.0,0.593
170.01,418.79,112.43,6.192,0.612
170.01,387.53,113.89,6.571,0.639
170.01,288.33,116.3,6.691,0.642
170.01,178.67,116.66,7.072,0.704
170.01,274.57,120.41,6.422,0.611
170.01,181.18,121.0,6.474,0.622
170.01,270.85,122.48,6.145,0.601
170.01,359.73,126.62,6.673,0.645
170.01,423.47,127.71,5.863,0.589
170.01,426.18,127.51,6.284,0.6
170.01,196.14,129.06,6.656,0.647
170.01,367.71,129.5,5.991,0.593
170.01,97.23,130.76,6.319,0.606
170.01,271.59,138.63,6.822,0.614
170.01,395.33,139.09,6.229,0.61
170.01,176.71,139.69,6.244,0.606
170.01,216.16,139.88,7.07,0.697
170.01,275.15,143.83,6.386,0.612
170.01,216.93,145.15,6.318,0.606
170.01,338.68,145.27,6.122,0.597
170.01,15.32,146.04,5.961,0.593
170.01,271.98,149.36,6.389,0.612
170.01,15.69,150.06,5.823,0.587
170.01,438.63,155.0,6.19,0.612
170.01,400.37,155.76,6.514,0.632
170.01,209.13,160.01,6.625,0.647
170.01,150.22,160.59,6.282,0.6
170.01,272.94,160.67,6.108,0.595
170.01,16.56,161.34,5.787,0.586
170.01,167.45,161.94,6.209,0.611
170.01,219.26,161.93,6.691,0.642
170.01,273.27,163.73,6.424,0.611
170.01,273.17,168.13,6.613,0.646
170.01,404.07,169.02,6.775,0.627
170.01,17.07,170.02,6.29,0.601
170.01,273.83,174.22,6.858,0.603
170.01,405.81,174.8,6.608,0.645
170.01,276.55,175.17,6.491,0.625
170.01,291.81,177.31,6.555,0.636
170.01,4.71,178.8,5.961,0.593
170.01,318.18,178.61,6.804,0.62
170.01,152.04,180.96,6.341,0.61
170.01,158.89,182.36,6.983,0.619
170.01,317.18,184.01,6.5,0.628
170.01,306.89,191.07,6.309,0.604
170.01,119.7,191.62,6.272,0.599
170.01,275.01,194.86,7.147,1.404
170.01,224.32,199.49,6.244,0.605
170.01,44.26,199.65,6.832,0.61
170.01,160.98,199.73,6.279,0.6
170.01,413.57,201.15,6.426,0.611
170.01,161.49,203.9,6.232,0.61
170.01,414.23,204.24,6.952,0.602
170.01,260.37,206.59,6.357,0.61
170.01,392.11,217.14,6.91,0.597
170.01,44.25,218.43,6.634,0.647
170.01,418.69,224.55,6.591,0.642
170.01,275.65,228.8,6.327,0.608
170.01,313.44,232.69,6.086,0.592
170.01,277.79,237.01,7.057,0.679
170.01,276.9,243.97,6.571,0.639
170.01,424.88,245.2,6.871,0.599
170.01,419.67,248.42,6.871,0.598
170.01,276.67,249.65,6.541,0.634
170.01,379.27,250.29,6.338,0.61
170.01,304.91,250.69,6.843,0.607
170.01,404.62,251.8,6.469,0.62
170.01,231.35,254.14,6.962,0.607
170.01,140.78,254.76,6.726,0.636
170.01,276.97,256.11,6.71,0.639
170.01,428.91,257.98,6.724,0.637
170.01,232.0,258.77,7.508,3.467
170.01,143.19,260.62,6.621,0.646
170.01,261.01,260.63,6.295,0.602
170.01,276.92,260.6,6.118,0.596
170.01,277.5,263.63,5.942,0.593
170.01,277.43,266.51,6.045,0.589
170.01,146.06,267.83,6.69,0.642
170.01,278.17,270.12,6.508,0.631
170.01,346.91,271.34,5.933,0.592
170.01,432.65,271.54,5.716,0.581
170.01,277.42,274.42,6.636,0.648
170.01,71.12,274.87,6.339,0.61
170.01,299.06,283.57,7.125,1.221
170.01,390.48,287.24,6.297,0.602
170.01,278.34,288.79,6.081,0.591
170.01,297.61,290.39,7.08,0.738
170.01,438.51,291.39,6.457,0.617
170.01,273.5,293.68,6.401,0.611
170.01,174.17,295.16,7.09,0.795
170.01,296.23,295.92,6.366,0.611
170.01,162.19,298.92,6.89,0.598
170.01,295.78,298.82,6.064,0.59
170.01,174.75,299.43,7.0,0.626
170.01,220.53,300.92,6.403,0.611
170.01,292.62,310.73,6.429,0.611
170.01,170.62,313.92,6.923,0.595
170.01,279.96,314.24,6.489,0.625
170.01,405.51,317.0,6.308,0.604
170.01,280.19,319.77,6.428,0.611
170.01,405.7,319.98,6.528,0.634
170.01,288.9,321.94,6.827,0.612
170.01,339.34,322.71,6.034,0.59
170.01,247.49,325.01,6.427,0.611
170.01,280.59,325.92,6.102,0.595
170.01,158.99,326.29,6.485,0.624
170.01,312.38,327.05,6.655,0.647
170.01,122.43,328.23,6.202,0.612
170.01,280.94,331.63,6.671,0.645
170.01,281.22,335.82,6.719,0.638
170.01,397.96,336.07,6.589,0.642
170.01,399.82,339.38,5.968,0.593
170.01,180.12,339.65,6.848,0.606
170.01,281.05,342.0,6.709,0.64
170.01,165.28,343.87,6.719,0.638
170.01,281.94,347.84,6.169,0.608
170.01,156.16,354.03,6.294,0.602
170.01,181.96,353.92,6.741,0.634
170.01,171.81,356.08,6.677,0.644
170.01,166.61,358.16,5.986,0.593
170.01,155.65,358.61,6.212,0.611
170.01,333.5,360.12,5.767,0.584
170.01,282.17,361.94,5.886,0.59
170.01,167.21,362.92,5.829,0.588
170.01,401.83,362.78,5.855,0.589
170.01,219.73,366.27,6.124,0.597
170.01,167.43,366.93,6.114,0.596
170.01,109.55,369.49,6.7,0.641
170.01,70.99,369.7,6.734,0.635
170.01,168.17,371.17,5.927,0.592
170.01,268.41,372.63,5.627,0.568
170.01,413.67,378.28,6.202,0.612
170.01,185.61,378.48,6.866,0.6
170.01,95.51,381.09,6.121,0.597
170.01,297.26,388.95,6.166,0.607
170.01,36.23,393.15,7.078,0.727
170.01,187.81,393.13,5.818,0.587
170.01,426.46,393.19,6.166,0.607
170.01,36.82,400.71,6.617,0.646
170.01,252.3,402.32,6.225,0.61
170.01,293.05,405.57,6.828,0.611
170.01,252.92,405.95,6.178,0.61
170.01,151.4,406.11,6.159,0.605
170.01,41.44,407.63,6.425,0.611
170.01,190.02,407.75,6.392,0.612
170.01,282.59,408.7,5.565,0.551
170.01,412.62,410.38,6.225,0.61
170.01,191.23,413.9,5.966,0.593
170.01,291.08,414.32,5.809,0.587
170.01,253.6,414.46,6.465,0.619
170.01,258.08,415.95,6.596,0.643
170.01,254.64,419.02,6.255,0.602
170.01,172.04,420.63,5.486,0.523
170.01,172.19,423.68,5.861,0.589
170.01,255.08,428.03,6.054,0.59
170.01,71.09,428.7,6.434,0.612
170.01,173.15,432.37,6.354,0.61
170.01,428.88,435.65,6.159,0.605
170.01,257.09,436.55,6.261,0.6
170.01,174.08,437.73,6.374,0.611
170.01,284.02,438.94,5.734,0.582
170.01,257.56,440.55,6.268,0.599
179.44,221.68,2.56,7.2,1.86
179.44,265.25,2.76,5.697,0.581
179.44,366.28,3.29,6.244,0.606
179.44,135.96,3.79,6.079,0.591
179.44,385.5,3.84,6.658,0.647
179.44,2.14,5.1,6.035,0.59
179.44,265.26,5.37,5.49,0.525
179.44,408.75,5.79,6.799,0.622
179.44,265.38,8.82,6.077,0.591
179.44,356.56,10.07,6.504,0.629
179.44,369.42,9.99,6.242,0.606
179.44,133.13,10.21,6.849,0.606
179.44,342.9,11.78,6.063,0.59
179.44,217.95,12.96,6.171,0.608
179.44,282.13,14.8,6.162,0.606
179.44,423.7,15.7,6.235,0.609
179.44,187.2,17.72,6.28,0.6
179.44,373.56,18.05,6.079,0.591
179.44,383.11,19.6,6.819,0.615
179.44,215.96,20.31,6.32,0.607
179.44,137.77,23.87,5.931,0.592
179.44,364.86,23.79,6.925,0.594
179.44,282.93,26.14,5.944,0.593
179.44,58.85,26.51,6.611,0.646
179.44,379.09,29.56,6.154,0.603
179.44,411.25,31.58,6.906,0.597
179.44,382.12,32.67,6.537,0.634
179.44,366.41,34.66,6.041,0.589
179.44,27.74,37.96,6.027,0.591
179.44,201.74,38.0,6.334,0.609
179.44,202.25,41.32,6.265,0.599
179.44,266.71,42.22,6.27,0.599
179.44,124.08,45.06,6.034,0.59
179.44,342.42,46.32,6.51,0.631
179.44,206.97,50.93,7.386,3.005
179.44,267.32,52.98,6.374,0.611
179.44,129.03,55.41,6.148,0.602
179.44,205.39,57.16,6.569,0.639
179.44,7.76,59.0,5.759,0.584
179.44,414.6,59.37,5.665,0.577
179.44,183.61,61.83,6.608,0.645
179.44,73.19,62.45,6.23,0.61
179.44,276.79,64.14,6.628,0.647
179.44,183.3,66.25,6.754,0.632
179.44,285.02,66.78,5.896,0.591
179.44,136.08,67.11,6.536,0.634
179.44,353.36,67.02,5.818,0.587
179.44,376.41,67.5,6.324,0.607
179.44,74.16,68.97,6.086,0.592
179.44,183.0,70.3,6.082,0.591
179.44,285.63,72.18,6.424,0.611
179.44,375.13,72.46,6.445,0.614
179.44,272.69,73.48,5.366,0.482
179.44,94.58,73.71,6.224,0.61
179.44,400.76,75.09,5.558,0.548
179.44,433.68,75.37,6.641,0.648
179.44,376.05,77.12,6.675,0.645
179.44,198.85,78.19,6.205,0.611
179.44,103.39,78.35,6.181,0.61
179.44,9.25,78.76,5.232,0.432
179.44,268.7,81.94,5.667,0.577
179.44,9.94,85.61,6.074,0.59
179.44,268.84,85.64,5.996,0.593
179.44,165.07,85.76,6.808,0.619
179.44,335.11,86.38,6.825,0.613
179.44,180.7,88.08,6.848,0.606
179.44,10.18,88.47,5.991,0.593
179.44,268.89,88.85,6.377,0.612
179.44,124.02,89.46,6.569,0.639
179.44,273.27,91.28,6.501,0.628
179.44,10.48,93.07,6.584,0.641
179.44,368.37,93.92,6.845,0.607
179.44,409.81,94.3,6.225,0.61
179.44,203.25,95.55,7.168,1.559
179.44,144.49,96.07,6.642,0.648
179.44,10.69,97.0,6.539,0.634
179.44,137.18,97.43,7.162,1.514
179.44,140.38,97.82,6.714,0.639
179.44,269.32,98.96,6.287,0.601
179.44,143.31,100.01,6.858,0.603
179.44,203.96,100.44,7.119,1.163
179.44,211.31,107.39,6.819,0.615
179.44,421.02,108.34,6.382,0.612
179.44,161.42,109.74,7.073,0.705
179.44,204.7,110.71,7.079,0.735
179.44,273.8,111.01,6.486,0.624
179.44,421.26,111.59,6.849,0.606
179.44,377.41,111.85,5.999,0.593
179.44,418.36,112.37,6.283,0.6
179.44,387.15,113.89,6.73,0.635
179.44,178.67,115.94,7.12,1.171
179.44,287.99,116.32,6.919,0.596
179.44,181.12,120.29,6.974,0.616
179.44,274.22,120.38,6.255,0.602
179.44,270.54,122.5,6.69,0.642
179.44,359.43,126.61,6.875,0.598
179.44,423.13,127.77,5.888,0.59
179.44,425.81,127.52,6.199,0.612
179.44,196.09,128.39,6.657,0.647
179.44,367.36,129.54,5.889,0.59
179.44,97.24,130.06,6.426,0.611
179.44,271.37,138.62,6.158,0.605
179.44,176.68,139.02,6.501,0.628
179.44,394.97,139.11,6.596,0.643
179.44,216.02,139.37,6.874,0.598
179.44,274.81,143.77,6.607,0.645
179.44,216.83,144.67,6.229,0.61
179.44,15.32,145.38,5.826,0.588
179.44,338.27,145.21,6.259,0.6
179.44,15.71,149.38,6.066,0.59
179.44,271.71,149.39,6.347,0.61
179.44,438.28,155.06,6.239,0.607
179.44,400.01,155.77,6.711,0.639
179.44,209.11,159.38,6.815,0.616
179.44,150.16,159.91,6.252,0.603
179.44,16.56,160.66,6.242,0.606
179.44,272.68,160.67,6.229,0.61
179.44,167.43,161.23,6.105,0.595
179.44,219.1,161.53,6.814,0.617
179.44,272.91,163.8,6.202,0.612
179.44,272.9,168.1,6.671,0.645
179.44,403.74,168.97,6.685,0.643
179.44,17.04,169.34,6.307,0.604
179.44,273.53,174.13,6.58,0.641
179.44,405.52,174.79,6.234,0.609
179.44,276.2,175.1,6.752,0.632
179.44,291.51,177.13,6.909,0.597
179.44,4.74,178.13,5.521,0.536
179.44,318.09,178.57,6.646,0.648
179.44,152.1,180.32,6.081,0.591
179.44,158.85,181.67,6.675,0.645
179.44,317.09,184.06,6.777,0.627
179.44,119.72,190.92,6.162,0.606
179.44,306.6,191.11,6.219,0.61
179.44,274.66,194.83,7.068,0.692
179.44,44.32,198.82,6.699,0.641
179.44,161.0,199.04,6.969,0.612
179.44,224.08,199.3,6.374,0.611
179.44,413.24,201.21,6.92,0.596
179.44,161.52,203.17,6.573,0.64
179.44,413.97,204.23,6.97,0.613
179.44,260.06,206.64,6.229,0.61
179.44,391.76,217.12,6.823,0.613
179.44,44.28,217.73,6.08,0.591
179.44,275.39,228.74,6.23,0.61
179.44,313.12,232.67,6.237,0.608
179.44,277.46,236.86,6.594,0.643
179.44,276.57,243.87,6.679,0.644
179.44,424.62,245.13,7.085,0.766
179.44,419.34,248.31,6.608,0.645
179.44,276.37,249.56,6.112,0.595
179.44,379.0,250.21,6.35,0.61
179.44,304.82,250.63,6.954,0.603
179.44,404.48,251.8,6.781,0.626
179.44,231.07,254.08,6.838,0.608
179.44,141.37,255.09,6.889,0.598
179.44,276.65,256.06,6.936,0.595
179.44,428.57,257.8,6.91,0.597
179.44,231.69,258.73,6.944,0.599
179.44,143.29,259.95,6.884,0.598
179.44,260.76,260.56,6.693,0.642
179.44,276.63,260.54,6.185,0.611
179.44,277.18,263.58,6.005,0.592
179.44,277.13,266.46,6.104,0.595
179.44,146.06,267.21,6.759,0.631
179.44,277.93,270.01,6.567,0.638
179.44,346.62,271.27,5.519,0.535
179.44,432.41,271.47,6.452,0.616
179.44,71.18,274.13,6.322,0.607
179.44,277.09,274.33,6.936,0.595
179.44,298.77,283.51,7.097,0.841
179.44,390.18,287.14,5.845,0.589
179.44,278.06,288.7,5.886,0.59
179.44,297.38,289.6,7.112,1.016
179.44,438.28,291.35,6.932,0.594
179.44,273.16,293.63,6.542,0.635
179.44,174.3,294.5,7.195,1.804
179.44,295.95,295.83,6.395,0.612
179.44,162.21,298.27,7.289,2.561
179.44,295.42,298.7,6.558,0.637
179.44,174.79,298.9,7.014,0.636
179.44,220.36,300.51,6.085,0.592
179.44,292.03,310.64,6.195,0.612
179.44,170.66,313.24,7.152,1.434
179.44,279.65,314.19,7.237,2.172
179.44,405.25,316.97,6.345,0.61
179.44,279.91,319.7,6.448,0.615
179.44,405.49,319.94,6.657,0.647
179.44,288.3,321.8,7.008,0.632
179.44,339.02,322.65,6.399,0.611
179.44,247.22,324.99,6.676,0.644
179.44,159.01,325.6,6.767,0.629
179.44,280.27,325.86,6.068,0.59
179.44,312.1,326.9,6.933,0.594
179.44,122.53,327.54,6.745,0.633
179.44,280.64,331.58,6.395,0.612
179.44,280.9,335.75,6.368,0.611
179.44,397.71,336.01,6.358,0.61
179.44,180.23,338.95,6.526,0.633
179.44,399.55,339.32,6.071,0.59
179.44,280.78,341.93,6.503,0.629
179.44,165.39,343.23,6.743,0.634
179.44,281.31,344.24,6.576,0.64
179.44,281.66,347.79,6.194,0.612
179.44,156.15,353.34,6.471,0.621
179.44,182.04,353.28,6.538,0.634
179.44,171.83,355.44,6.713,0.639
179.44,166.67,357.48,6.421,0.611
179.44,155.68,357.86,6.484,0.624
179.44,333.17,360.01,6.177,0.609
179.44,281.88,361.88,5.897,0.591
179.44,167.26,362.29,6.376,0.611
179.44,401.52,362.62,6.204,0.612
179.44,219.66,365.96,6.282,0.6
179.44,167.47,366.3,6.248,0.604
179.44,109.58,368.74,6.786,0.625
179.44,71.05,369.01,6.319,0.606
179.44,168.26,370.46,5.976,0.593
179.44,268.34,372.75,5.582,0.555
179.44,185.56,377.82,7.084,0.759
179.44,413.39,378.21,6.271,0.599
179.44,95.38,380.38,6.332,0.609
179.44,296.97,388.92,6.21,0.611
179.44,36.3,392.49,6.672,0.645
179.44,187.81,392.41,6.212,0.611
179.44,426.27,393.1,6.886,0.598
179.44,36.85,400.02,6.428,0.611
179.44,252.0,402.22,6.131,0.598
179.44,151.46,405.46,6.285,0.6
179.44,292.74,405.51,6.624,0.647
179.44,252.6,405.86,5.715,0.581
179.44,41.51,406.91,6.468,0.62
179.44,190.1,407.07,6.251,0.603
179.44,282.27,408.63,5.555,0.547
179.44,412.33,410.33,5.987,0.593
179.44,191.27,413.21,6.223,0.61
179.44,290.83,414.27,6.488,0.625
179.44,253.31,414.44,6.623,0.646
179.44,257.78,416.32,6.733,0.635
179.44,254.32,418.96,6.183,0.611
179.44,172.1,419.87,6.39,0.612
179.44,172.24,423.14,6.18,0.61
179.44,71.11,427.94,6.527,0.633
179.44,254.74,427.91,6.319,0.606
179.44,173.16,431.68,6.127,0.598
179.44,428.57,435.59,6.254,0.602
179.44,256.75,436.49,6.236,0.608
179.44,174.14,437.0,6.488,0.625
179.44,283.66,438.85,6.254,0.602
179.44,257.29,440.43,6.368,0.611
188.89,265.19,2.68,5.953,0.593
188.89,366.34,3.27,6.679,0.644
188.89,135.87,3.65,6.256,0.601
188.89,385.47,3.77,6.592,0.643
188.89,2.07,4.95,6.234,0.609
188.89,265.17,5.39,6.165,0.607
188.89,408.74,5.65,6.64,0.648
188.89,265.26,8.74,6.234,0.609
188.89,133.1,10.12,6.408,0.611
188.89,356.55,10.11,6.82,0.614
188.89,369.41,9.9,6.551,0.635
188.89,342.91,11.73,6.037,0.59
188.89,217.91,12.89,6.755,0.631
188.89,282.17,14.72,6.08,0.591
188.89,423.72,15.67,6.633,0.647
188.89,187.16,17.64,6.353,0.61
188.89,373.58,17.98,6.393,0.612
188.89,383.1,19.66,6.646,0.648
188.89,215.89,20.17,6.942,0.598
188.89,137.74,23.77,5.745,0.582
188.89,364.93,23.79,6.604,0.645
188.89,282.94,26.04,6.273,0.599
188.89,58.76,26.37,6.321,0.607
188.89,379.03,29.56,6.157,0.604
188.89,411.3,31.54,6.938,0.596
188.89,382.1,32.62,6.614,0.646
188.89,366.44,34.6,6.226,0.61
188.89,27.64,37.78,5.898,0.591
188.89,201.65,37.71,6.618,0.646
